latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
46.77061,9.874832,2517.58,7200,Europe/Zurich,GMT+2

time,temperature_2m_cerra (°C),snowfall_cerra (cm),rain_cerra (mm),snow_depth_cerra (m),precipitation_cerra (mm),wind_speed_10m_cerra (km/h),wind_speed_100m_cerra (km/h),wind_direction_10m_cerra (°),wind_direction_100m_cerra (°),wind_gusts_10m_cerra (km/h),sunshine_duration_cerra (s),cloud_cover_cerra (%),temperature_2m_archive_best_match (°C),snowfall_archive_best_match (cm),rain_archive_best_match (mm),snow_depth_archive_best_match (m),precipitation_archive_best_match (mm),wind_speed_10m_archive_best_match (km/h),wind_speed_100m_archive_best_match (km/h),wind_direction_10m_archive_best_match (°),wind_direction_100m_archive_best_match (°),wind_gusts_10m_archive_best_match (km/h),sunshine_duration_archive_best_match (s),cloud_cover_archive_best_match (%)
2007-12-27T00:00,-16.8,0.00,0.00,3.17,0.00,6.5,6.5,132,62,6.8,0.00,27,-10.9,0.00,0.00,1.01,0.00,8.6,12.2,15,14,31.3,0.00,99
2007-12-27T01:00,-17.2,0.00,0.00,3.17,0.00,6.8,6.8,130,40,6.8,0.00,10,-11.7,0.00,0.00,1.01,0.00,8.3,11.7,18,18,29.5,0.00,94
2007-12-27T02:00,-17.6,0.00,0.00,3.17,0.00,5.4,5.4,122,12,6.8,0.00,3,-12.7,0.00,0.00,1.01,0.00,8.1,11.2,21,21,27.0,0.00,4
2007-12-27T03:00,-17.9,0.00,0.00,3.17,0.00,6.5,6.5,132,76,6.5,0.00,1,-13.6,0.00,0.00,1.01,0.00,7.6,10.7,19,20,24.5,0.00,7
2007-12-27T04:00,-18.4,0.00,0.00,3.17,0.00,7.2,7.2,124,48,7.6,0.00,0,-14.4,0.00,0.00,1.01,0.00,7.3,9.9,20,19,23.8,0.00,3
2007-12-27T05:00,-18.4,0.00,0.00,3.17,0.00,7.9,7.9,132,66,8.6,0.00,1,-15.2,0.00,0.00,1.01,0.00,7.1,9.6,24,20,22.3,0.00,1
2007-12-27T06:00,-18.8,0.00,0.00,3.17,0.00,8.6,8.6,130,82,8.6,0.00,0,-15.9,0.00,0.00,1.01,0.00,7.1,9.4,24,23,20.2,0.00,0
2007-12-27T07:00,-18.8,0.00,0.00,3.17,0.00,8.3,8.3,130,32,8.6,0.00,0,-16.5,0.00,0.00,1.01,0.00,6.8,8.4,25,25,18.7,0.00,0
2007-12-27T08:00,-18.7,0.00,0.00,3.17,0.00,7.2,7.2,128,34,8.6,0.00,0,-16.9,0.00,0.00,1.01,0.00,6.6,8.0,22,18,19.1,0.00,6
2007-12-27T09:00,-19.1,0.00,0.00,3.20,0.00,8.6,8.6,134,114,8.6,0.00,0,-16.9,0.00,0.00,1.01,0.00,6.3,7.7,24,11,20.5,0.00,27
2007-12-27T10:00,-18.7,0.00,0.00,3.20,0.00,9.4,9.4,134,134,9.4,537.24,0,-17.1,0.00,0.00,1.01,0.00,5.6,6.6,27,13,18.7,1103.43,37
2007-12-27T11:00,-17.0,0.00,0.00,3.20,0.00,8.6,8.6,132,172,9.7,3600.00,0,-16.3,0.00,0.00,1.01,0.00,5.3,5.6,28,15,18.4,3600.00,45
2007-12-27T12:00,-14.8,0.00,0.00,3.20,0.00,7.6,7.6,134,136,8.6,3600.00,0,-13.1,0.00,0.00,1.01,0.00,6.3,6.3,31,31,16.2,3600.00,51
2007-12-27T13:00,-12.4,0.00,0.00,3.20,0.00,7.2,7.2,136,198,7.6,3600.00,0,-9.5,0.00,0.00,1.01,0.00,5.0,4.7,30,32,14.8,3600.00,0
2007-12-27T14:00,-10.8,0.00,0.00,3.20,0.00,6.5,6.5,126,280,7.2,3600.00,0,-7.4,0.00,0.00,1.01,0.00,4.3,4.1,24,15,11.9,3600.00,0
2007-12-27T15:00,-10.6,0.00,0.00,3.20,0.00,6.1,6.1,140,136,6.5,3600.00,0,-6.9,0.00,0.00,1.01,0.00,3.2,3.7,27,11,10.1,3600.00,0
2007-12-27T16:00,-11.3,0.00,0.00,3.20,0.00,7.2,7.2,138,166,7.2,3600.00,0,-7.1,0.00,0.00,1.00,0.00,2.9,2.7,30,23,8.3,3600.00,0
