latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
46.769356,9.946915,2437.5,7200,Europe/Zurich,GMT+2

time,temperature_2m_cerra (°C),snowfall_cerra (cm),rain_cerra (mm),snow_depth_cerra (m),precipitation_cerra (mm),wind_speed_10m_cerra (km/h),wind_speed_100m_cerra (km/h),wind_direction_10m_cerra (°),wind_direction_100m_cerra (°),wind_gusts_10m_cerra (km/h),sunshine_duration_cerra (s),cloud_cover_cerra (%),temperature_2m_archive_best_match (°C),snowfall_archive_best_match (cm),rain_archive_best_match (mm),snow_depth_archive_best_match (m),precipitation_archive_best_match (mm),wind_speed_10m_archive_best_match (km/h),wind_speed_100m_archive_best_match (km/h),wind_direction_10m_archive_best_match (°),wind_direction_100m_archive_best_match (°),wind_gusts_10m_archive_best_match (km/h),sunshine_duration_archive_best_match (s),cloud_cover_archive_best_match (%)
2002-03-06T00:00,-6.9,0.07,0.00,4.69,0.10,18.4,18.4,122,140,31.3,0.00,95,-7.0,0.14,0.00,1.28,0.20,4.6,5.4,39,110,31.0,0.00,86
2002-03-06T01:00,-6.3,0.07,0.00,4.69,0.10,18.4,18.4,120,138,30.6,0.00,57,-6.8,0.14,0.00,1.28,0.20,5.1,6.3,39,103,32.4,0.00,63
2002-03-06T02:00,-7.5,0.00,0.00,4.69,0.00,15.8,15.8,128,142,29.5,0.00,89,-7.5,0.00,0.00,1.28,0.00,6.6,8.6,41,90,25.6,0.00,65
2002-03-06T03:00,-8.6,0.00,0.00,4.69,0.00,19.8,19.8,120,130,34.6,0.00,0,-7.9,0.00,0.00,1.28,0.00,6.9,9.0,39,85,26.6,0.00,50
2002-03-06T04:00,-9.0,0.00,0.00,4.69,0.00,19.1,19.1,122,128,34.9,0.00,49,-8.2,0.07,0.00,1.28,0.10,6.9,9.4,39,86,37.1,0.00,47
2002-03-06T05:00,-9.2,0.00,0.00,4.69,0.00,19.1,19.1,122,120,33.5,0.00,16,-8.3,0.21,0.00,1.28,0.30,6.9,10.1,47,92,37.8,0.00,84
2002-03-06T06:00,-8.6,0.00,0.00,4.69,0.00,19.1,19.1,120,120,32.8,0.00,58,-8.6,0.00,0.00,1.28,0.00,6.6,9.8,49,96,29.5,0.00,82
2002-03-06T07:00,-9.1,0.00,0.00,4.69,0.00,16.2,16.2,120,120,32.4,0.00,39,-8.7,0.21,0.00,1.28,0.30,6.6,9.4,45,94,33.5,0.00,89
2002-03-06T08:00,-9.8,0.00,0.00,4.69,0.00,16.6,16.6,120,116,28.8,0.00,66,-9.1,0.07,0.00,1.28,0.10,6.6,9.7,45,92,33.1,0.00,81
2002-03-06T09:00,-8.7,0.00,0.00,4.65,0.00,19.8,19.8,124,120,32.8,0.00,96,-7.8,0.14,0.00,1.28,0.20,6.1,8.7,50,97,39.2,495.69,93
2002-03-06T10:00,-7.4,0.14,0.00,4.65,0.20,18.4,18.4,122,124,33.5,0.00,42,-5.8,0.07,0.00,1.28,0.00,5.5,8.3,58,108,33.1,3600.00,88
2002-03-06T11:00,-5.8,0.00,0.00,4.65,0.00,26.6,26.6,126,130,47.5,3600.00,25,-2.1,0.07,0.00,1.28,0.00,5.4,8.6,110,123,33.5,3600.00,48
2002-03-06T12:00,-4.5,0.00,0.00,4.65,0.00,20.9,20.9,132,136,51.1,3600.00,48,-0.5,0.14,0.00,1.28,0.20,6.7,10.2,126,122,33.5,3600.00,37
2002-03-06T13:00,-3.3,0.00,0.00,4.65,0.00,3.6,3.6,44,68,40.7,3600.00,100,2.5,0.07,0.00,1.27,0.00,5.1,6.2,129,126,30.6,3600.00,58
2002-03-06T14:00,-2.6,0.14,0.00,4.65,0.20,2.9,2.9,90,132,4.3,0.00,43,2.4,0.07,0.00,1.27,0.00,4.2,4.5,160,151,25.6,3600.00,94
2002-03-06T15:00,-2.9,0.00,0.00,4.65,0.00,2.9,2.9,38,36,3.2,3600.00,66,0.7,0.07,0.00,1.27,0.10,3.1,3.1,201,201,21.6,3600.00,99
2002-03-06T16:00,-2.8,0.00,0.00,4.65,0.00,2.2,2.2,60,64,4.7,0.00,60,1.1,0.35,0.00,1.27,0.50,3.1,3.6,201,217,18.0,3600.00,100
2002-03-06T17:00,-3.2,0.00,0.00,4.65,0.00,4.7,4.7,134,124,4.7,0.00,60,0.7,0.49,0.00,1.27,0.70,3.3,4.0,186,207,15.8,2713.31,98
2002-03-06T18:00,-4.3,0.00,0.00,4.65,0.00,7.6,7.6,142,146,16.2,0.00,74,-0.3,0.42,0.00,1.27,0.60,4.3,5.6,180,195,16.2,405.31,95
2002-03-06T19:00,-5.2,0.00,0.00,4.65,0.00,2.5,2.5,166,200,14.0,0.00,60,-1.3,0.35,0.00,1.27,0.50,3.9,5.8,202,202,17.3,954.11,100
2002-03-06T20:00,-6.9,0.00,0.00,4.65,0.00,3.2,3.2,230,276,4.3,0.00,100,-2.2,0.14,0.00,1.27,0.20,3.9,5.4,214,217,16.6,0.00,96
2002-03-06T21:00,-5.8,0.00,0.00,4.65,0.00,4.3,4.3,198,246,9.0,0.00,100,-3.2,0.14,0.00,1.27,0.20,4.1,6.1,218,220,16.2,0.00,100
2002-03-06T22:00,-5.7,0.00,0.00,4.65,0.00,4.3,4.3,190,236,9.7,0.00,94,-3.5,0.07,0.00,1.27,0.10,4.5,7.2,241,233,16.9,0.00,94
2002-03-06T23:00,-6.3,0.00,0.00,4.65,0.00,6.1,6.1,186,236,13.3,0.00,59,-3.7,0.07,0.00,1.27,0.00,4.1,6.5,255,236,17.6,0.00,82
2002-03-07T00:00,-7.2,0.00,0.00,4.65,0.00,7.2,7.2,184,222,16.2,0.00,60,-3.8,0.00,0.00,1.26,0.00,4.0,7.0,270,235,17.3,0.00,86
2002-03-07T01:00,-7.4,0.00,0.00,4.65,0.00,6.8,6.8,188,232,13.0,0.00,65,-4.2,0.00,0.00,1.26,0.00,4.6,8.1,231,225,18.7,0.00,97
2002-03-07T02:00,-7.4,0.00,0.00,4.65,0.00,5.0,5.0,210,244,13.3,0.00,52,-4.8,0.00,0.00,1.26,0.00,4.3,7.9,222,219,20.2,0.00,97
2002-03-07T03:00,-6.6,0.00,0.00,4.65,0.00,4.7,4.7,214,248,9.7,0.00,83,-4.3,0.00,0.00,1.26,0.00,4.0,7.0,265,235,20.5,0.00,97
