latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
46.769356,9.946915,2397.34,7200,Europe/Zurich,GMT+2

time,temperature_2m_cerra (°C),snowfall_cerra (cm),rain_cerra (mm),snow_depth_cerra (m),precipitation_cerra (mm),wind_speed_10m_cerra (km/h),wind_speed_100m_cerra (km/h),wind_direction_10m_cerra (°),wind_direction_100m_cerra (°),wind_gusts_10m_cerra (km/h),sunshine_duration_cerra (s),cloud_cover_cerra (%),temperature_2m_archive_best_match (°C),snowfall_archive_best_match (cm),rain_archive_best_match (mm),snow_depth_archive_best_match (m),precipitation_archive_best_match (mm),wind_speed_10m_archive_best_match (km/h),wind_speed_100m_archive_best_match (km/h),wind_direction_10m_archive_best_match (°),wind_direction_100m_archive_best_match (°),wind_gusts_10m_archive_best_match (km/h),sunshine_duration_archive_best_match (s),cloud_cover_archive_best_match (%)
2002-03-04T00:00,-12.8,0.00,0.00,4.53,0.00,4.0,4.0,118,46,4.0,0.00,8,-8.5,0.00,0.00,1.36,0.00,5.4,7.6,4,8,19.1,0.00,30
2002-03-04T01:00,-13.2,0.00,0.00,4.53,0.00,6.8,6.8,134,100,6.8,0.00,9,-9.0,0.00,0.00,1.35,0.00,4.8,6.2,13,21,18.0,0.00,50
2002-03-04T02:00,-13.3,0.00,0.00,4.53,0.00,6.8,6.8,138,158,7.9,0.00,12,-10.2,0.00,0.00,1.35,0.00,4.6,5.8,18,30,15.5,0.00,98
2002-03-04T03:00,-13.4,0.00,0.00,4.53,0.00,4.3,4.3,138,46,6.5,0.00,1,-10.6,0.00,0.00,1.35,0.00,3.8,4.1,17,38,14.4,0.00,100
2002-03-04T04:00,-13.5,0.00,0.00,4.53,0.00,6.8,6.8,138,146,7.2,0.00,5,-11.6,0.00,0.00,1.35,0.00,3.4,1.8,18,53,13.7,0.00,100
2002-03-04T05:00,-13.5,0.00,0.00,4.53,0.00,7.6,7.6,142,176,7.9,0.00,6,-12.1,0.00,0.00,1.34,0.00,3.4,0.5,18,315,13.0,0.00,100
2002-03-04T06:00,-13.7,0.00,0.00,4.53,0.00,7.2,7.2,138,188,8.6,0.00,1,-13.0,0.00,0.00,1.34,0.00,2.6,1.3,16,304,13.7,0.00,100
2002-03-04T07:00,-13.7,0.00,0.00,4.53,0.00,5.8,5.8,146,198,7.9,0.00,4,-13.7,0.00,0.00,1.34,0.00,2.3,1.1,18,252,13.3,0.00,100
2002-03-04T08:00,-13.6,0.00,0.00,4.53,0.00,7.2,7.2,148,180,7.9,0.00,4,-14.2,0.00,0.00,1.34,0.00,1.9,1.5,22,225,12.6,0.00,99
2002-03-04T09:00,-13.7,0.00,0.00,4.65,0.00,10.8,10.8,136,154,10.8,2130.03,7,-13.8,0.00,0.00,1.34,0.00,1.6,1.8,27,191,11.9,808.66,100
