latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
46.77061,9.874832,2517.58,7200,Europe/Zurich,GMT+2

time,temperature_2m (°C),snowfall (cm),rain (mm),snow_depth (m),precipitation (mm),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°),wind_gusts_10m (km/h),sunshine_duration (s),cloud_cover (%)
2008-01-24T00:00,-14.9,0.00,0.00,4.32,0.00,8.3,8.3,132,46,8.6,0.00,1
2008-01-24T01:00,-14.6,0.00,0.00,4.32,0.00,9.0,9.0,128,28,9.7,0.00,4
2008-01-24T02:00,-14.1,0.00,0.00,4.32,0.00,7.9,7.9,130,342,9.7,0.00,18
2008-01-24T03:00,-14.8,0.00,0.00,4.32,0.00,9.0,9.0,138,160,9.0,0.00,19
2008-01-24T04:00,-14.4,0.00,0.00,4.32,0.00,8.3,8.3,134,236,9.0,0.00,22
2008-01-24T05:00,-13.9,0.00,0.00,4.32,0.00,7.2,7.2,128,286,8.6,0.00,20
2008-01-24T06:00,-14.7,0.00,0.00,4.32,0.00,8.3,8.3,136,234,8.3,0.00,5
2008-01-24T07:00,-14.1,0.00,0.00,4.32,0.00,9.0,9.0,134,204,9.4,0.00,11
2008-01-24T08:00,-13.6,0.00,0.00,4.32,0.00,7.6,7.6,128,298,9.4,0.00,11
2008-01-24T09:00,-14.0,0.00,0.00,4.32,0.00,8.3,8.3,132,112,8.6,0.00,11
2008-01-24T10:00,-13.2,0.00,0.00,4.32,0.00,9.7,9.7,136,104,10.1,1478.03,14
2008-01-24T11:00,-11.1,0.00,0.00,4.32,0.00,9.0,9.0,136,128,9.7,3600.00,16
2008-01-24T12:00,-9.9,0.00,0.00,4.32,0.00,9.4,9.4,148,192,9.4,3600.00,12
2008-01-24T13:00,-7.5,0.00,0.00,4.32,0.00,10.1,10.1,136,184,10.4,3600.00,16
2008-01-24T14:00,-5.7,0.00,0.00,4.32,0.00,9.7,9.7,134,198,10.4,3600.00,18
2008-01-24T15:00,-5.8,0.00,0.00,4.32,0.00,9.7,9.7,134,192,11.9,3600.00,19
2008-01-24T16:00,-5.8,0.00,0.00,4.32,0.00,10.1,10.1,134,208,11.9,3600.00,20
2008-01-24T17:00,-6.8,0.00,0.00,4.32,0.00,8.6,8.6,134,222,11.9,3600.00,16
2008-01-24T18:00,-9.0,0.00,0.00,4.32,0.00,8.3,8.3,136,226,10.4,1418.41,18
2008-01-24T19:00,-10.4,0.00,0.00,4.32,0.00,7.9,7.9,132,236,9.4,0.00,20
2008-01-24T20:00,-11.2,0.00,0.00,4.32,0.00,7.6,7.6,132,306,8.6,0.00,22
2008-01-24T21:00,-11.9,0.00,0.00,4.32,0.00,6.5,6.5,130,12,6.8,0.00,27
2008-01-24T22:00,-12.5,0.00,0.00,4.32,0.00,6.8,6.8,126,16,7.2,0.00,33
2008-01-24T23:00,-12.7,0.00,0.00,4.32,0.00,5.8,5.8,116,8,7.2,0.00,59
2008-01-25T00:00,-12.2,0.00,0.00,4.32,0.00,5.8,5.8,114,26,6.5,0.00,76
2008-01-25T01:00,-12.0,0.00,0.00,4.32,0.00,5.4,5.4,110,22,6.5,0.00,88
2008-01-25T02:00,-11.7,0.00,0.00,4.32,0.00,3.6,3.6,96,6,5.8,0.00,100
2008-01-25T03:00,-10.9,0.00,0.00,4.32,0.00,2.9,2.9,94,354,6.8,0.00,100
2008-01-25T04:00,-11.2,0.00,0.00,4.32,0.00,1.8,1.8,84,350,2.9,0.00,94
2008-01-25T05:00,-11.5,0.07,0.00,4.32,0.10,3.2,3.2,110,10,3.6,0.00,100
2008-01-25T06:00,-10.7,0.14,0.00,4.32,0.20,5.4,5.4,134,32,6.8,0.00,100
2008-01-25T07:00,-10.8,0.07,0.00,4.32,0.10,2.9,2.9,118,354,6.1,0.00,100
2008-01-25T08:00,-11.0,0.00,0.00,4.32,0.00,2.5,2.5,66,2,3.2,0.00,95
2008-01-25T09:00,-10.6,0.00,0.00,4.30,0.00,3.2,3.2,78,16,4.3,0.00,100
