latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
46.81741,10.020935,2547.34,7200,Europe/Zurich,GMT+2

time,temperature_2m_cerra (°C),snowfall_cerra (cm),rain_cerra (mm),snow_depth_cerra (m),precipitation_cerra (mm),wind_speed_10m_cerra (km/h),wind_speed_100m_cerra (km/h),wind_direction_10m_cerra (°),wind_direction_100m_cerra (°),wind_gusts_10m_cerra (km/h),sunshine_duration_cerra (s),cloud_cover_cerra (%),temperature_2m_archive_best_match (°C),snowfall_archive_best_match (cm),rain_archive_best_match (mm),snow_depth_archive_best_match (m),precipitation_archive_best_match (mm),wind_speed_10m_archive_best_match (km/h),wind_speed_100m_archive_best_match (km/h),wind_direction_10m_archive_best_match (°),wind_direction_100m_archive_best_match (°),wind_gusts_10m_archive_best_match (km/h),sunshine_duration_archive_best_match (s),cloud_cover_archive_best_match (%)
2002-03-04T00:00,-13.4,0.00,0.00,5.50,0.00,2.9,2.9,26,14,3.6,0.00,8,-9.4,0.00,0.00,1.36,0.00,5.4,7.6,4,8,19.1,0.00,30
2002-03-04T01:00,-13.9,0.00,0.00,5.50,0.00,3.2,3.2,104,102,3.6,0.00,10,-9.9,0.00,0.00,1.35,0.00,4.8,6.2,13,21,18.0,0.00,50
2002-03-04T02:00,-14.1,0.00,0.00,5.50,0.00,2.5,2.5,124,178,4.3,0.00,13,-11.2,0.00,0.00,1.35,0.00,4.6,5.8,18,30,15.5,0.00,98
2002-03-04T03:00,-14.2,0.00,0.00,5.50,0.00,1.4,1.4,12,344,2.5,0.00,2,-11.5,0.00,0.00,1.35,0.00,3.8,4.1,17,38,14.4,0.00,100
2002-03-04T04:00,-14.5,0.00,0.00,5.50,0.00,2.9,2.9,122,158,2.9,0.00,6,-12.5,0.00,0.00,1.35,0.00,3.4,1.8,18,53,13.7,0.00,100
2002-03-04T05:00,-14.5,0.00,0.00,5.50,0.00,3.6,3.6,136,180,3.6,0.00,7,-13.1,0.00,0.00,1.34,0.00,3.4,0.5,18,315,13.0,0.00,100
2002-03-04T06:00,-14.9,0.00,0.00,5.50,0.00,3.2,3.2,132,190,4.0,0.00,2,-13.9,0.00,0.00,1.34,0.00,2.6,1.3,16,304,13.7,0.00,100
2002-03-04T07:00,-14.8,0.00,0.00,5.50,0.00,2.2,2.2,120,212,4.0,0.00,6,-14.6,0.00,0.00,1.34,0.00,2.3,1.1,18,252,13.3,0.00,100
2002-03-04T08:00,-14.8,0.00,0.00,5.50,0.00,3.6,3.6,136,182,4.3,0.00,7,-15.2,0.00,0.00,1.34,0.00,1.9,1.5,22,225,12.6,0.00,99
2002-03-04T09:00,-15.0,0.00,0.00,5.58,0.00,7.9,7.9,130,156,7.9,2143.58,9,-14.8,0.00,0.00,1.34,0.00,1.6,1.8,27,191,11.9,808.66,100
2002-03-04T10:00,-13.8,0.00,0.00,5.58,0.00,8.6,8.6,128,152,8.6,3600.00,11,-12.2,0.00,0.00,1.34,0.00,1.6,2.9,27,180,10.4,3600.00,46
2002-03-04T11:00,-11.9,0.00,0.00,5.58,0.00,9.4,9.4,120,146,9.4,3600.00,10,-6.3,0.00,0.00,1.33,0.00,1.8,2.9,37,173,9.0,3600.00,0
2002-03-04T12:00,-10.7,0.00,0.00,5.58,0.00,9.7,9.7,124,148,11.5,3600.00,10,-2.9,0.00,0.00,1.33,0.00,3.3,2.8,41,50,10.1,3600.00,0
2002-03-04T13:00,-8.7,0.00,0.00,5.58,0.00,11.5,11.5,128,152,21.2,3600.00,4,-2.8,0.00,0.00,1.33,0.00,1.9,2.3,68,72,13.0,3600.00,0
2002-03-04T14:00,-7.1,0.00,0.00,5.58,0.00,12.6,12.6,130,150,21.6,3600.00,1,-2.6,0.00,0.00,1.33,0.00,3.3,3.6,139,135,18.0,3600.00,0
