latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
46.77061,9.874832,2487.46,7200,Europe/Zurich,GMT+2

time,temperature_2m (°C),snowfall (cm),rain (mm),snow_depth (m),precipitation (mm),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°),wind_gusts_10m (km/h),sunshine_duration (s),cloud_cover (%)
2013-11-21T00:00,-8.9,0.00,0.00,0.12,0.00,3.2,3.2,350,44,7.2,0.00,60
2013-11-21T01:00,-8.5,0.00,0.00,0.13,0.00,2.9,2.9,162,158,5.8,0.00,12
2013-11-21T02:00,-9.6,0.00,0.00,0.13,0.00,6.8,6.8,170,168,16.2,0.00,0
2013-11-21T03:00,-9.6,0.00,0.00,0.13,0.00,10.4,10.4,158,156,24.5,0.00,4
2013-11-21T04:00,-10.4,0.00,0.00,0.13,0.00,11.5,11.5,158,156,25.9,0.00,0
2013-11-21T05:00,-11.1,0.00,0.00,0.13,0.00,11.2,11.2,156,156,25.9,0.00,0
2013-11-21T06:00,-10.8,0.00,0.00,0.13,0.00,12.2,12.2,140,142,26.6,0.00,3
2013-11-21T07:00,-11.2,0.00,0.00,0.13,0.00,13.3,13.3,138,138,29.5,0.00,2
2013-11-21T08:00,-11.3,0.00,0.00,0.13,0.00,14.0,14.0,142,142,31.7,0.00,15
2013-11-21T09:00,-10.4,0.00,0.00,0.13,0.00,14.4,14.4,150,152,34.6,0.00,0
2013-11-21T10:00,-9.4,0.00,0.00,0.13,0.00,14.0,14.0,148,150,32.8,3221.40,1
2013-11-21T11:00,-8.1,0.00,0.00,0.13,0.00,15.1,15.1,152,150,36.4,3600.00,12
2013-11-21T12:00,-7.3,0.07,0.00,0.13,0.10,16.2,16.2,152,150,40.0,3457.69,80
2013-11-21T13:00,-6.8,0.00,0.00,0.13,0.00,15.5,15.5,154,152,42.1,2960.83,77
2013-11-21T14:00,-6.3,0.00,0.00,0.13,0.00,12.2,12.2,154,154,39.2,3600.00,45
2013-11-21T15:00,-6.2,0.00,0.00,0.13,0.00,10.1,10.1,154,152,31.0,1971.04,80
2013-11-21T16:00,-6.3,0.00,0.00,0.13,0.00,7.6,7.6,122,128,27.4,0.00,100
2013-11-21T17:00,-6.8,0.07,0.00,0.13,0.10,5.8,5.8,90,112,22.3,0.00,100
2013-11-21T18:00,-7.3,0.14,0.00,0.13,0.20,3.2,3.2,84,118,18.0,0.00,100
