latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
46.77061,9.874832,2607.47,7200,Europe/Zurich,GMT+2

time,temperature_2m (°C),snowfall (cm),rain (mm),snow_depth (m),precipitation (mm),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°),wind_gusts_10m (km/h),sunshine_duration (s),cloud_cover (%)
2007-11-21T00:00,-5.5,0.00,0.00,1.18,0.00,21.6,21.6,148,162,43.9,0.00,15
2007-11-21T01:00,-5.5,0.00,0.00,1.18,0.00,21.2,21.2,148,164,42.8,0.00,34
2007-11-21T02:00,-4.9,0.00,0.00,1.18,0.00,22.0,22.0,154,168,43.2,0.00,41
2007-11-21T03:00,-4.3,0.00,0.00,1.18,0.00,21.6,21.6,150,162,44.6,0.00,62
2007-11-21T04:00,-4.3,0.00,0.00,1.18,0.00,20.2,20.2,154,172,43.2,0.00,36
2007-11-21T05:00,-4.0,0.00,0.00,1.18,0.00,20.9,20.9,158,172,43.2,0.00,31
2007-11-21T06:00,-4.4,0.00,0.00,1.18,0.00,20.9,20.9,150,162,43.2,0.00,41
2007-11-21T07:00,-4.7,0.00,0.00,1.18,0.00,21.2,21.2,150,166,41.4,0.00,40
2007-11-21T08:00,-4.7,0.00,0.00,1.18,0.00,21.2,21.2,154,176,40.7,0.00,35
2007-11-21T09:00,-3.1,0.00,0.00,1.13,0.00,24.5,24.5,174,184,51.1,0.00,50
2007-11-21T10:00,-2.5,0.00,0.10,1.13,0.10,22.3,22.3,178,188,51.8,0.00,59
2007-11-21T11:00,-2.0,0.00,0.00,1.13,0.00,22.7,22.7,180,186,50.0,825.19,73
2007-11-21T12:00,-1.8,0.00,0.10,1.13,0.10,24.5,24.5,176,184,52.9,0.00,90
2007-11-21T13:00,-1.4,0.00,0.20,1.13,0.20,22.0,22.0,182,188,52.9,0.00,71
2007-11-21T14:00,-1.2,0.00,0.10,1.13,0.10,20.5,20.5,178,184,47.2,0.00,67
2007-11-21T15:00,-1.8,0.00,0.00,1.13,0.00,20.2,20.2,184,188,45.4,0.00,51
2007-11-21T16:00,-2.0,0.00,0.00,1.13,0.00,20.2,20.2,174,182,44.6,0.00,34
2007-11-21T17:00,-2.5,0.00,0.00,1.13,0.00,20.5,20.5,178,184,43.9,1261.65,21
2007-11-21T18:00,-3.4,0.00,0.00,1.13,0.00,21.2,21.2,178,184,45.7,0.00,43
2007-11-21T19:00,-3.5,0.00,0.10,1.13,0.10,19.1,19.1,170,178,45.4,0.00,66
2007-11-21T20:00,-3.2,0.00,0.10,1.13,0.10,18.7,18.7,172,182,38.9,0.00,48
