latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
47.03669,11.190002,2435.12,7200,Europe/Vienna,GMT+2

time,temperature_2m (°C),snowfall (cm),rain (mm),snow_depth (m),precipitation (mm),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°),wind_gusts_10m (km/h),sunshine_duration (s),cloud_cover (%)
2008-02-13T00:00,-13.9,0.00,0.00,2.98,0.00,13.0,13.0,240,236,14.4,0.00,0
2008-02-13T01:00,-14.0,0.00,0.00,2.98,0.00,11.9,11.9,240,220,13.3,0.00,0
2008-02-13T02:00,-14.2,0.00,0.00,2.98,0.00,12.2,12.2,236,216,12.6,0.00,0
2008-02-13T03:00,-14.5,0.00,0.00,2.98,0.00,12.6,12.6,242,228,14.4,0.00,0
2008-02-13T04:00,-14.5,0.00,0.00,2.98,0.00,10.8,10.8,240,216,12.6,0.00,0
2008-02-13T05:00,-14.6,0.00,0.00,2.98,0.00,11.2,11.2,240,218,11.5,0.00,0
2008-02-13T06:00,-15.1,0.00,0.00,2.98,0.00,13.3,13.3,242,254,13.7,0.00,0
2008-02-13T07:00,-14.7,0.00,0.00,2.98,0.00,10.4,10.4,244,348,13.3,0.00,0
2008-02-13T08:00,-14.7,0.00,0.00,2.98,0.00,9.0,9.0,246,4,11.2,0.00,0
2008-02-13T09:00,-14.5,0.00,0.00,2.97,0.00,9.0,9.0,250,360,10.1,0.00,0
2008-02-13T10:00,-13.3,0.00,0.00,2.97,0.00,6.5,6.5,248,48,9.7,3600.00,0
2008-02-13T11:00,-10.9,0.00,0.00,2.97,0.00,7.9,7.9,238,166,8.3,3600.00,0
2008-02-13T12:00,-8.0,0.00,0.00,2.97,0.00,7.6,7.6,244,148,8.3,3600.00,0
2008-02-13T13:00,-5.0,0.00,0.00,2.97,0.00,6.5,6.5,242,144,8.3,3600.00,0
2008-02-13T14:00,-4.0,0.00,0.00,2.97,0.00,6.1,6.1,242,150,6.8,3600.00,0
2008-02-13T15:00,-4.5,0.00,0.00,2.97,0.00,6.8,6.8,250,176,7.2,3600.00,0
2008-02-13T16:00,-4.8,0.00,0.00,2.97,0.00,6.5,6.5,256,16,6.8,3600.00,0
2008-02-13T17:00,-6.3,0.00,0.00,2.97,0.00,6.8,6.8,250,292,7.2,3600.00,0
2008-02-13T18:00,-9.2,0.00,0.00,2.97,0.00,7.9,7.9,248,194,8.3,3600.00,0
2008-02-13T19:00,-11.6,0.00,0.00,2.97,0.00,6.8,6.8,252,22,8.6,0.00,0
2008-02-13T20:00,-13.1,0.00,0.00,2.97,0.00,6.5,6.5,256,342,8.3,0.00,0
2008-02-13T21:00,-13.3,0.00,0.00,2.97,0.00,7.6,7.6,264,356,8.6,0.00,0
2008-02-13T22:00,-14.0,0.00,0.00,2.97,0.00,6.5,6.5,266,360,9.4,0.00,0
2008-02-13T23:00,-14.6,0.00,0.00,2.97,0.00,6.5,6.5,264,358,11.2,0.00,0
2008-02-14T00:00,-14.1,0.00,0.00,2.97,0.00,10.4,10.4,254,14,14.4,0.00,2
