latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
46.77061,9.874832,2807.49,7200,Europe/Zurich,GMT+2

time,temperature_2m (°C),snowfall (cm),rain (mm),snow_depth (m),precipitation (mm),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°),wind_gusts_10m (km/h),sunshine_duration (s),cloud_cover (%)
2009-10-09T00:00,2.0,0.00,0.00,0.00,0.00,2.2,2.2,210,214,11.2,0.00,100
2009-10-09T01:00,2.1,0.00,0.20,0.00,0.20,1.8,1.8,210,216,3.6,0.00,97
2009-10-09T02:00,2.2,0.00,0.10,0.00,0.10,4.3,4.3,192,196,9.0,0.00,46
2009-10-09T03:00,1.6,0.00,0.00,0.00,0.00,5.8,5.8,194,196,13.3,0.00,61
2009-10-09T04:00,0.9,0.00,0.00,0.00,0.00,4.3,4.3,186,192,13.3,0.00,75
2009-10-09T05:00,0.8,0.00,0.10,0.00,0.10,5.8,5.8,146,164,11.5,0.00,100
2009-10-09T06:00,1.5,0.00,0.60,0.00,0.60,4.3,4.3,156,178,11.2,0.00,100
2009-10-09T07:00,1.6,0.00,1.20,0.00,1.20,4.3,4.3,142,176,8.3,0.00,100
2009-10-09T08:00,1.7,0.00,1.40,0.00,1.40,4.3,4.3,148,178,8.6,0.00,100
2009-10-09T09:00,2.0,0.00,1.20,0.00,1.20,3.6,3.6,124,156,8.3,0.00,100
2009-10-09T10:00,2.4,0.00,1.20,0.00,1.20,3.6,3.6,136,154,7.6,0.00,100
2009-10-09T11:00,2.4,0.00,2.40,0.00,2.40,3.6,3.6,150,168,7.9,0.00,100
2009-10-09T12:00,2.9,0.00,1.50,0.00,1.50,2.2,2.2,152,192,10.1,0.00,100
2009-10-09T13:00,4.4,0.00,0.10,0.00,0.10,3.6,3.6,240,220,12.6,0.00,20
2009-10-09T14:00,5.8,0.00,0.30,0.00,0.30,7.9,7.9,254,238,22.3,3600.00,84
2009-10-09T15:00,5.2,0.00,0.60,0.00,0.60,7.6,7.6,258,244,25.2,2914.71,73
2009-10-09T16:00,4.4,0.00,0.20,0.00,0.20,5.8,5.8,258,244,20.5,0.00,62
2009-10-09T17:00,4.1,0.00,0.10,0.00,0.10,3.6,3.6,256,234,13.7,264.50,59
2009-10-09T18:00,3.0,0.00,0.00,0.00,0.00,3.2,3.2,264,250,11.2,0.00,62
2009-10-09T19:00,1.6,0.00,0.00,0.00,0.00,2.2,2.2,184,206,5.8,0.00,38
2009-10-09T20:00,0.4,0.00,0.00,0.00,0.00,2.5,2.5,172,212,3.2,0.00,29
2009-10-09T21:00,-0.4,0.00,0.00,0.00,0.00,3.6,3.6,174,226,4.7,0.00,32
2009-10-09T22:00,-0.8,0.00,0.00,0.00,0.00,5.0,5.0,168,198,9.0,0.00,20
2009-10-09T23:00,-1.2,0.00,0.00,0.00,0.00,5.4,5.4,168,188,10.4,0.00,28
2009-10-10T00:00,-0.8,0.00,0.00,0.00,0.00,6.5,6.5,176,188,14.0,0.00,64
2009-10-10T01:00,-1.1,0.00,0.00,0.00,0.00,4.3,4.3,172,196,13.3,0.00,90
2009-10-10T02:00,-1.1,0.00,0.00,0.00,0.00,5.4,5.4,162,194,9.4,0.00,81
2009-10-10T03:00,-0.7,0.00,0.10,0.00,0.10,6.8,6.8,168,184,14.8,0.00,63
2009-10-10T04:00,-0.8,0.00,0.00,0.00,0.00,5.0,5.0,168,196,14.0,0.00,94
2009-10-10T05:00,-0.8,0.00,0.10,0.00,0.10,4.0,4.0,178,210,9.7,0.00,68
2009-10-10T06:00,-0.5,0.00,0.30,0.00,0.30,3.6,3.6,188,216,8.3,0.00,69
2009-10-10T07:00,-0.9,0.00,0.30,0.00,0.30,4.0,4.0,166,210,6.8,0.00,99
2009-10-10T08:00,-0.9,0.00,0.10,0.00,0.10,5.0,5.0,168,202,9.0,0.00,100
2009-10-10T09:00,-0.5,0.00,0.00,0.00,0.00,4.0,4.0,182,212,8.3,0.00,100
2009-10-10T10:00,1.0,0.00,0.00,0.00,0.00,3.2,3.2,194,220,7.6,0.00,95
2009-10-10T11:00,2.1,0.00,0.00,0.00,0.00,3.2,3.2,274,264,9.4,0.00,94
2009-10-10T12:00,2.7,0.00,0.20,0.00,0.20,5.8,5.8,314,308,14.0,0.00,97
2009-10-10T13:00,2.2,0.00,0.90,0.00,0.90,8.3,8.3,326,322,19.1,3600.00,81
2009-10-10T14:00,1.7,0.00,0.60,0.00,0.60,8.6,8.6,328,326,20.5,3600.00,99
2009-10-10T15:00,1.1,0.00,0.30,0.00,0.30,9.4,9.4,336,336,23.0,2196.44,100
2009-10-10T16:00,-0.5,0.00,0.30,0.00,0.30,11.2,11.2,354,356,27.4,0.00,100
2009-10-10T17:00,-1.2,0.00,0.40,0.00,0.40,10.1,10.1,354,348,25.2,0.00,100
2009-10-10T18:00,-1.4,0.00,0.70,0.00,0.70,5.8,5.8,2,348,21.2,0.00,100
2009-10-10T19:00,-1.6,0.00,0.20,0.00,0.20,5.8,5.8,10,358,14.4,0.00,90
2009-10-10T20:00,-2.1,0.00,0.00,0.00,0.00,5.4,5.4,8,358,13.0,0.00,66
2009-10-10T21:00,-2.2,0.00,0.00,0.00,0.00,6.1,6.1,16,6,14.4,0.00,60
2009-10-10T22:00,-2.4,0.00,0.10,0.00,0.10,5.8,5.8,354,342,14.4,0.00,90
2009-10-10T23:00,-2.2,0.00,0.40,0.00,0.40,6.8,6.8,340,332,17.3,0.00,90
2009-10-11T00:00,-2.0,0.00,0.40,0.00,0.40,10.1,10.1,348,342,24.8,0.00,90
2009-10-11T01:00,-2.2,0.00,0.10,0.00,0.10,8.3,8.3,338,332,29.2,0.00,90
2009-10-11T02:00,-2.2,0.00,0.00,0.00,0.00,4.7,4.7,340,330,20.9,0.00,84
2009-10-11T03:00,-2.0,0.00,0.20,0.00,0.20,13.0,13.0,322,322,31.7,0.00,90
2009-10-11T04:00,-2.7,0.00,0.00,0.00,0.00,11.9,11.9,318,320,34.2,0.00,90
2009-10-11T05:00,-3.2,0.00,0.00,0.00,0.00,12.2,12.2,318,320,31.0,0.00,90
