latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
46.917458,9.95256,2412.07,7200,Europe/Zurich,GMT+2

time,temperature_2m (°C),snowfall (cm),rain (mm),snow_depth (m),precipitation (mm),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°),wind_gusts_10m (km/h),sunshine_duration (s),cloud_cover (%)
2009-12-03T00:00,-12.6,0.00,0.00,3.05,0.00,11.5,11.5,154,166,23.4,0.00,47
2009-12-03T01:00,-12.5,0.00,0.00,3.05,0.00,13.0,13.0,154,174,24.8,0.00,90
2009-12-03T02:00,-11.4,0.00,0.00,3.05,0.00,12.6,12.6,156,172,24.5,0.00,67
2009-12-03T03:00,-11.8,0.00,0.00,3.05,0.00,11.2,11.2,160,188,23.0,0.00,82
2009-12-03T04:00,-11.6,0.00,0.00,3.05,0.00,10.8,10.8,156,180,20.9,0.00,81
2009-12-03T05:00,-11.7,0.00,0.00,3.05,0.00,9.4,9.4,156,178,20.5,0.00,45
2009-12-03T06:00,-12.4,0.00,0.00,3.05,0.00,7.9,7.9,156,194,15.8,0.00,44
2009-12-03T07:00,-12.9,0.00,0.00,3.05,0.00,8.6,8.6,142,170,18.0,0.00,88
2009-12-03T08:00,-12.2,0.00,0.00,3.05,0.00,10.8,10.8,142,166,25.9,0.00,56
2009-12-03T09:00,-12.2,0.00,0.00,3.04,0.00,9.4,9.4,158,178,24.1,0.00,81
2009-12-03T10:00,-11.7,0.00,0.00,3.04,0.00,9.0,9.0,154,188,16.9,0.00,71
2009-12-03T11:00,-11.1,0.00,0.00,3.04,0.00,7.9,7.9,148,178,15.1,0.00,78
2009-12-03T12:00,-10.2,0.00,0.00,3.04,0.00,9.0,9.0,158,184,19.1,0.00,69
2009-12-03T13:00,-9.2,0.00,0.00,3.04,0.00,10.1,10.1,154,168,20.9,3600.00,50
2009-12-03T14:00,-8.5,0.00,0.00,3.04,0.00,11.2,11.2,158,168,22.3,3600.00,38
2009-12-03T15:00,-9.5,0.00,0.00,3.04,0.00,9.0,9.0,164,190,21.6,3600.00,22
2009-12-03T16:00,-10.1,0.00,0.00,3.04,0.00,10.1,10.1,158,176,19.8,3600.00,21
2009-12-03T17:00,-11.1,0.00,0.00,3.04,0.00,10.4,10.4,156,180,20.5,3393.83,15
2009-12-03T18:00,-12.3,0.00,0.00,3.04,0.00,10.8,10.8,150,160,22.3,0.00,64
2009-12-03T19:00,-12.7,0.00,0.00,3.04,0.00,8.6,8.6,148,168,22.3,0.00,74
2009-12-03T20:00,-12.8,0.00,0.00,3.04,0.00,8.3,8.3,150,176,16.9,0.00,31
