latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
46.719975,9.945038,2517.51,7200,Europe/Zurich,GMT+2

time,temperature_2m_cerra (°C),snowfall_cerra (cm),rain_cerra (mm),snow_depth_cerra (m),precipitation_cerra (mm),wind_speed_10m_cerra (km/h),wind_speed_100m_cerra (km/h),wind_direction_10m_cerra (°),wind_direction_100m_cerra (°),wind_gusts_10m_cerra (km/h),sunshine_duration_cerra (s),cloud_cover_cerra (%),temperature_2m_archive_best_match (°C),snowfall_archive_best_match (cm),rain_archive_best_match (mm),snow_depth_archive_best_match (m),precipitation_archive_best_match (mm),wind_speed_10m_archive_best_match (km/h),wind_speed_100m_archive_best_match (km/h),wind_direction_10m_archive_best_match (°),wind_direction_100m_archive_best_match (°),wind_gusts_10m_archive_best_match (km/h),sunshine_duration_archive_best_match (s),cloud_cover_archive_best_match (%)
2002-11-14T00:00,-3.3,0.00,0.00,1.16,0.00,24.8,24.8,184,190,52.2,0.00,61,-3.1,0.28,0.00,0.54,0.40,6.9,15.1,174,180,55.8,0.00,100
2002-11-14T01:00,-2.2,0.00,0.00,1.16,0.00,28.4,28.4,180,184,59.0,0.00,96,-2.7,0.21,0.00,0.54,0.30,7.3,15.2,169,175,57.2,0.00,100
2002-11-14T02:00,-2.2,0.00,0.00,1.16,0.00,27.4,27.4,184,188,59.4,0.00,68,-2.2,0.14,0.10,0.54,0.30,6.6,16.0,167,172,57.6,0.00,100
2002-11-14T03:00,-3.2,0.00,0.00,1.16,0.00,25.2,25.2,172,180,54.4,0.00,57,-2.1,0.14,0.00,0.54,0.20,6.6,16.0,167,172,58.0,0.00,100
2002-11-14T04:00,-3.0,0.00,0.00,1.16,0.00,29.5,29.5,182,186,61.2,0.00,69,-2.4,0.14,0.00,0.54,0.20,7.1,16.4,165,171,56.5,0.00,100
2002-11-14T05:00,-2.6,0.00,0.00,1.16,0.00,30.2,30.2,190,194,64.1,0.00,71,-2.6,0.14,0.00,0.54,0.20,6.6,15.9,167,174,57.2,0.00,100
2002-11-14T06:00,-2.5,0.00,0.00,1.16,0.00,25.9,25.9,176,180,60.1,0.00,51,-2.8,0.14,0.00,0.54,0.20,6.8,15.3,162,172,56.9,0.00,100
2002-11-14T07:00,-2.7,0.00,0.00,1.16,0.00,27.7,27.7,188,194,58.7,0.00,100,-3.1,0.14,0.00,0.54,0.20,6.4,14.7,164,169,55.1,0.00,100
2002-11-14T08:00,-1.3,0.07,0.00,1.16,0.10,28.4,28.4,194,196,68.0,0.00,100,-3.2,0.28,0.00,0.54,0.40,6.6,14.7,158,163,53.6,0.00,100
2002-11-14T09:00,-1.0,0.00,0.00,1.16,0.00,27.4,27.4,162,164,59.8,0.00,95,-3.1,0.35,0.00,0.54,0.50,8.7,15.8,150,156,57.2,0.00,100
2002-11-14T10:00,-0.5,0.00,0.00,1.16,0.00,31.7,31.7,158,166,63.0,0.00,56,-2.6,0.42,0.00,0.55,0.60,10.1,16.4,153,154,64.4,0.00,100
2002-11-14T11:00,-0.2,0.07,0.00,1.16,0.10,38.9,38.9,166,176,79.9,3600.00,46,-2.0,1.12,0.00,0.55,1.60,10.2,18.8,162,160,86.0,563.96,99
2002-11-14T12:00,-0.4,0.21,0.00,1.16,0.30,42.8,42.8,166,172,85.0,0.00,54,-1.2,0.63,0.00,0.55,0.90,10.0,18.0,150,154,93.6,2621.12,100
2002-11-14T13:00,-0.3,0.70,0.00,1.17,1.00,37.1,37.1,166,172,83.5,3600.00,59,-0.9,0.84,0.00,0.56,1.20,10.9,18.4,146,149,91.1,0.00,100
2002-11-14T14:00,-0.9,1.26,0.00,1.19,1.80,31.7,31.7,168,176,72.4,1507.04,100,-1.0,1.54,0.00,0.57,2.20,11.3,16.3,143,145,74.5,0.00,100
2002-11-14T15:00,-1.3,1.40,0.00,1.20,2.00,29.9,29.9,164,172,67.3,0.00,100,-1.3,1.96,0.00,0.58,2.80,8.7,15.0,150,150,61.9,0.00,100
2002-11-14T16:00,-1.3,2.03,0.00,1.24,2.90,29.9,29.9,170,178,62.3,0.00,100,-1.6,2.59,0.00,0.61,3.70,7.6,13.9,155,155,85.0,0.00,100
2002-11-14T17:00,-0.7,0.42,0.00,1.24,0.60,28.4,28.4,182,186,68.0,0.00,100,-1.9,2.52,0.00,0.63,3.60,6.6,12.2,158,156,92.9,0.00,100
2002-11-14T18:00,-1.3,1.68,0.00,1.26,2.40,26.3,26.3,168,176,58.7,0.00,100,-2.2,2.17,0.00,0.65,3.10,6.8,11.9,155,155,91.8,0.00,100
2002-11-14T19:00,-1.4,1.05,0.00,1.28,1.50,19.1,19.1,174,182,57.2,0.00,100,-2.2,1.89,0.00,0.66,2.70,6.5,10.8,146,150,81.0,0.00,100
2002-11-14T20:00,-1.3,1.68,0.00,1.30,2.40,22.3,22.3,166,176,44.3,0.00,100,-2.2,1.19,0.10,0.67,1.80,7.0,11.7,145,146,55.4,0.00,100
2002-11-14T21:00,-0.9,1.19,0.00,1.32,1.70,18.7,18.7,164,174,42.5,0.00,100,-2.6,2.31,0.00,0.68,3.30,7.7,13.9,143,143,52.2,0.00,100
2002-11-14T22:00,-1.0,1.89,0.00,1.34,2.70,20.2,20.2,156,166,39.2,0.00,100,-2.5,2.24,0.00,0.70,3.20,8.5,15.0,144,145,55.1,0.00,100
2002-11-14T23:00,-0.7,1.26,0.00,1.36,1.80,25.2,25.2,164,172,51.1,0.00,100,-2.4,1.96,0.00,0.72,2.80,8.8,16.4,145,147,58.3,0.00,100
2002-11-15T00:00,-1.2,1.96,0.00,1.38,2.80,23.4,23.4,160,170,45.7,0.00,100,-2.2,2.17,0.00,0.74,3.10,9.3,16.9,152,153,60.8,0.00,100
2002-11-15T01:00,-1.2,1.61,0.00,1.41,2.30,26.6,26.6,164,172,52.9,0.00,100,-2.0,2.80,0.00,0.76,4.00,9.2,16.8,149,152,63.0,0.00,100
2002-11-15T02:00,-1.4,1.75,0.00,1.43,2.50,31.3,31.3,168,176,61.9,0.00,100,-1.9,2.59,0.00,0.78,3.70,9.1,16.8,146,152,62.6,0.00,100
2002-11-15T03:00,-1.7,1.47,0.00,1.45,2.10,29.9,29.9,158,168,57.2,0.00,100,-1.9,2.03,0.00,0.80,2.90,8.4,16.1,149,151,62.3,0.00,100
2002-11-15T04:00,-1.6,1.54,0.00,1.47,2.20,32.4,32.4,160,168,61.9,0.00,100,-1.9,1.89,0.00,0.81,2.70,9.4,16.8,148,149,63.0,0.00,100
2002-11-15T05:00,-1.7,1.82,0.00,1.49,2.60,36.7,36.7,156,166,69.5,0.00,94,-1.9,1.82,0.00,0.83,2.60,9.5,17.4,143,146,66.6,0.00,100
2002-11-15T06:00,-1.8,1.82,0.00,1.52,2.60,32.0,32.0,158,168,61.6,0.00,100,-1.6,1.61,0.00,0.84,2.30,9.4,17.6,148,149,69.5,0.00,100
2002-11-15T07:00,-1.5,1.33,0.00,1.54,1.90,34.6,34.6,160,170,66.6,0.00,100,-1.4,1.61,0.10,0.85,2.40,8.9,16.8,148,152,68.8,0.00,100
2002-11-15T08:00,-1.1,1.12,0.00,1.55,1.60,34.2,34.2,162,172,66.2,0.00,100,-1.3,1.96,0.10,0.87,2.90,9.1,16.5,146,148,64.4,0.00,100
2002-11-15T09:00,-1.3,1.47,0.00,1.56,2.10,31.3,31.3,158,168,64.8,0.00,100,-1.7,1.96,0.00,0.88,2.80,8.4,15.5,149,149,59.0,0.00,100
2002-11-15T10:00,-0.8,1.54,0.00,1.58,2.20,32.8,32.8,166,174,65.9,0.00,100,-1.5,2.17,0.10,0.89,3.20,8.6,14.9,147,148,56.5,0.00,100
2002-11-15T11:00,-0.4,1.68,0.00,1.60,2.40,33.1,33.1,166,174,67.3,0.00,100,-1.4,2.80,0.00,0.90,4.00,8.6,14.4,147,148,56.9,0.00,100
2002-11-15T12:00,-0.7,1.96,0.00,1.63,2.80,32.4,32.4,164,174,64.1,0.00,100,-1.2,2.24,0.00,0.92,3.20,8.8,15.3,145,146,57.2,0.00,100
2002-11-15T13:00,-0.3,1.40,0.00,1.65,2.00,29.5,29.5,168,174,64.4,0.00,100,-1.1,2.38,0.10,0.93,3.50,9.5,13.5,151,151,55.4,0.00,100
2002-11-15T14:00,-0.5,1.33,0.00,1.67,1.90,27.0,27.0,166,174,57.2,0.00,100,-1.0,2.52,0.00,0.94,3.60,9.1,13.7,146,150,52.9,0.00,100
2002-11-15T15:00,-0.8,1.47,0.00,1.69,2.10,27.0,27.0,164,174,55.1,0.00,100,-1.0,2.59,0.00,0.96,3.70,8.9,13.8,148,152,55.8,0.00,100
2002-11-15T16:00,-0.9,1.75,0.00,1.71,2.50,30.6,30.6,170,180,61.9,0.00,100,-1.1,2.03,0.10,0.97,3.00,8.9,15.6,148,154,69.1,0.00,100
2002-11-15T17:00,-0.4,1.40,0.00,1.73,2.00,34.2,34.2,182,186,75.2,0.00,100,-1.1,1.19,0.00,0.98,1.70,8.4,13.7,149,153,70.2,0.00,100
2002-11-15T18:00,-1.0,0.70,0.00,1.74,1.00,24.1,24.1,170,178,64.1,0.00,93,-1.3,1.12,0.00,0.99,1.60,7.4,13.6,141,148,67.3,0.00,100
2002-11-15T19:00,-1.5,0.70,0.00,1.75,1.00,25.2,25.2,156,166,50.4,0.00,100,-1.5,1.33,0.00,1.00,1.90,7.7,13.9,139,143,54.7,0.00,100
2002-11-15T20:00,-1.2,0.70,0.00,1.76,1.00,27.7,27.7,154,162,55.8,0.00,100,-1.5,1.33,0.00,1.00,1.90,7.4,13.4,141,144,54.7,0.00,100
2002-11-15T21:00,-1.1,1.19,0.00,1.77,1.70,26.3,26.3,148,156,53.6,0.00,100,-1.7,1.26,0.10,1.01,1.90,7.4,13.5,141,146,53.3,0.00,100
2002-11-15T22:00,-0.7,1.05,0.00,1.79,1.50,33.1,33.1,154,160,63.4,0.00,100,-1.7,1.54,0.00,1.02,2.20,7.7,14.3,139,141,54.0,0.00,100
2002-11-15T23:00,-0.2,1.12,0.10,1.80,1.70,38.5,38.5,154,162,73.1,0.00,97,-1.7,2.31,0.00,1.03,3.30,7.7,14.4,143,143,63.4,0.00,100
2002-11-16T00:00,-1.0,1.33,0.00,1.82,1.90,29.9,29.9,146,154,65.2,0.00,100,-1.5,1.89,0.10,1.04,2.80,7.9,13.8,141,147,80.6,0.00,100
2002-11-16T01:00,-0.3,1.61,0.00,1.84,2.30,34.6,34.6,154,162,66.2,0.00,100,-1.4,1.68,0.10,1.05,2.50,8.7,15.9,150,155,79.6,0.00,100
2002-11-16T02:00,-0.6,1.68,0.00,1.87,2.40,36.0,36.0,152,160,67.0,0.00,95,-1.3,1.54,0.10,1.06,2.30,8.8,16.5,145,148,78.8,0.00,100
2002-11-16T03:00,-1.2,1.68,0.00,1.89,2.40,37.4,37.4,150,156,68.8,0.00,100,-1.4,1.68,0.10,1.07,2.50,7.6,15.3,149,150,79.9,0.00,100
2002-11-16T04:00,-0.9,1.68,0.00,1.91,2.40,35.6,35.6,148,156,68.4,0.00,100,-1.5,2.17,0.10,1.08,3.20,7.5,14.1,145,148,81.7,0.00,100
2002-11-16T05:00,-0.7,1.54,0.00,1.93,2.20,37.1,37.1,148,154,67.3,0.00,100,-1.6,1.96,0.10,1.10,2.90,7.4,13.7,141,145,81.7,0.00,100
2002-11-16T06:00,-0.8,2.03,0.00,1.96,2.90,36.0,36.0,144,150,67.0,0.00,100,-1.6,1.82,0.10,1.11,2.70,7.6,13.5,135,138,83.2,0.00,100
2002-11-16T07:00,-0.5,1.96,0.00,1.99,2.80,37.8,37.8,140,146,67.7,0.00,100,-1.5,1.61,0.10,1.12,2.40,8.2,14.3,128,133,70.9,0.00,100
2002-11-16T08:00,-0.1,1.54,0.30,2.01,2.50,41.8,41.8,144,150,76.7,0.00,100,-1.5,1.19,0.20,1.13,1.90,8.2,15.0,128,132,92.2,0.00,100
2002-11-16T09:00,-0.2,1.68,0.20,1.97,2.60,39.2,39.2,138,144,74.2,0.00,100,-1.1,0.42,0.20,1.13,0.80,8.3,15.7,124,127,90.0,0.00,100
2002-11-16T10:00,0.1,1.05,0.70,1.99,2.20,42.8,42.8,140,146,79.9,0.00,100,-0.8,0.77,0.30,1.13,1.40,8.4,16.1,130,130,93.6,0.00,100
2002-11-16T11:00,1.1,0.00,1.00,1.99,1.00,42.5,42.5,144,150,81.4,0.00,100,-0.5,0.77,0.30,1.13,1.40,8.7,16.3,135,135,96.1,0.00,100
