latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
46.785526,8.504852,2549.12,7200,Europe/Zurich,GMT+2

time,temperature_2m_cerra (°C),snowfall_cerra (cm),rain_cerra (mm),snow_depth_cerra (m),precipitation_cerra (mm),wind_speed_10m_cerra (km/h),wind_speed_100m_cerra (km/h),wind_direction_10m_cerra (°),wind_direction_100m_cerra (°),wind_gusts_10m_cerra (km/h),sunshine_duration_cerra (s),cloud_cover_cerra (%),temperature_2m_archive_best_match (°C),snowfall_archive_best_match (cm),rain_archive_best_match (mm),snow_depth_archive_best_match (m),precipitation_archive_best_match (mm),wind_speed_10m_archive_best_match (km/h),wind_speed_100m_archive_best_match (km/h),wind_direction_10m_archive_best_match (°),wind_direction_100m_archive_best_match (°),wind_gusts_10m_archive_best_match (km/h),sunshine_duration_archive_best_match (s),cloud_cover_archive_best_match (%)
2007-03-13T00:00,-12.8,0.00,0.00,9.59,0.00,2.2,2.2,232,236,6.1,0.00,26,-7.0,0.00,0.00,7.84,0.00,3.1,5.4,306,180,21.2,0.00,1
2007-03-13T01:00,-13.3,0.00,0.00,9.59,0.00,1.8,1.8,252,234,3.2,0.00,29,-7.5,0.00,0.00,7.84,0.00,3.4,6.5,302,177,20.5,0.00,5
2007-03-13T02:00,-13.5,0.00,0.00,9.59,0.00,3.2,3.2,278,252,3.2,0.00,40,-7.7,0.00,0.00,7.84,0.00,3.4,6.1,302,177,19.1,0.00,0
2007-03-13T03:00,-13.3,0.00,0.00,9.59,0.00,4.0,4.0,250,246,6.5,0.00,47,-7.8,0.00,0.00,7.84,0.00,2.8,5.8,310,180,16.9,0.00,0
2007-03-13T04:00,-13.4,0.00,0.00,9.59,0.00,4.7,4.7,292,282,6.5,0.00,23,-7.7,0.00,0.00,7.84,0.00,2.5,4.7,315,180,14.0,0.00,0
2007-03-13T05:00,-13.6,0.00,0.00,9.59,0.00,5.0,5.0,300,296,6.8,0.00,23,-7.5,0.00,0.00,7.84,0.00,2.0,4.3,315,175,11.2,0.00,0
2007-03-13T06:00,-13.8,0.00,0.00,9.59,0.00,3.6,3.6,262,236,6.5,0.00,22,-7.2,0.00,0.00,7.83,0.00,1.5,3.2,315,180,7.6,0.00,1
2007-03-13T07:00,-13.8,0.00,0.00,9.59,0.00,4.7,4.7,292,282,7.2,0.00,32,-6.9,0.00,0.00,7.83,0.00,1.5,1.8,315,191,10.1,0.00,16
2007-03-13T08:00,-13.7,0.00,0.00,9.59,0.00,5.0,5.0,302,316,7.9,0.00,37,-6.6,0.00,0.00,7.83,0.00,2.6,1.5,326,315,12.6,0.00,29
2007-03-13T09:00,-14.0,0.00,0.00,9.55,0.00,4.3,4.3,296,334,7.9,1760.27,25,-5.7,0.00,0.00,7.83,0.00,3.4,4.2,328,340,9.7,2795.84,62
2007-03-13T10:00,-12.9,0.00,0.00,9.55,0.00,4.3,4.3,304,356,6.8,3600.00,22,-4.5,0.00,0.00,7.83,0.00,3.9,4.8,338,347,12.6,3600.00,61
2007-03-13T11:00,-11.4,0.00,0.00,9.55,0.00,1.1,1.1,320,36,4.7,3600.00,20,-1.9,0.00,0.00,7.83,0.00,4.0,5.2,350,348,13.0,3600.00,54
2007-03-13T12:00,-9.4,0.00,0.00,9.55,0.00,1.4,1.4,134,128,2.2,3600.00,26,0.2,0.00,0.00,7.83,0.00,4.1,5.6,345,345,13.7,3600.00,17
2007-03-13T13:00,-7.5,0.00,0.00,9.55,0.00,2.5,2.5,8,356,2.5,3600.00,26,0.7,0.00,0.00,7.83,0.00,4.5,5.6,346,345,14.8,3600.00,6
2007-03-13T14:00,-6.1,0.00,0.00,9.55,0.00,4.7,4.7,330,326,5.4,3600.00,19,0.7,0.00,0.00,7.83,0.00,4.4,5.4,351,352,16.6,3600.00,19
