latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
46.77061,9.874832,2707.48,7200,Europe/Zurich,GMT+2

time,temperature_2m_cerra (°C),snowfall_cerra (cm),rain_cerra (mm),snow_depth_cerra (m),precipitation_cerra (mm),wind_speed_10m_cerra (km/h),wind_speed_100m_cerra (km/h),wind_direction_10m_cerra (°),wind_direction_100m_cerra (°),wind_gusts_10m_cerra (km/h),sunshine_duration_cerra (s),cloud_cover_cerra (%),temperature_2m_archive_best_match (°C),snowfall_archive_best_match (cm),rain_archive_best_match (mm),snow_depth_archive_best_match (m),precipitation_archive_best_match (mm),wind_speed_10m_archive_best_match (km/h),wind_speed_100m_archive_best_match (km/h),wind_direction_10m_archive_best_match (°),wind_direction_100m_archive_best_match (°),wind_gusts_10m_archive_best_match (km/h),sunshine_duration_archive_best_match (s),cloud_cover_archive_best_match (%)
2005-11-17T00:00,-9.8,0.21,0.00,0.03,0.30,11.9,11.9,330,330,31.3,0.00,90,-7.2,0.07,0.00,0.04,0.10,8.3,15.1,355,357,44.3,0.00,93
2005-11-17T01:00,-10.3,0.28,0.00,0.04,0.40,14.4,14.4,318,320,34.9,0.00,92,-8.0,0.14,0.00,0.04,0.20,7.2,13.7,354,355,43.9,0.00,78
2005-11-17T02:00,-10.8,0.14,0.00,0.04,0.20,10.4,10.4,310,314,34.6,0.00,91,-8.8,0.07,0.00,0.05,0.00,6.1,13.0,360,2,42.8,0.00,90
2005-11-17T03:00,-10.3,0.21,0.00,0.04,0.30,10.1,10.1,318,322,24.8,0.00,90,-9.3,0.07,0.00,0.05,0.00,6.1,12.3,3,5,43.6,0.00,66
2005-11-17T04:00,-10.5,0.14,0.00,0.04,0.20,9.7,9.7,314,320,23.8,0.00,98,-10.5,0.00,0.00,0.05,0.00,5.8,12.0,7,9,44.3,0.00,81
2005-11-17T05:00,-10.8,0.14,0.00,0.05,0.20,9.7,9.7,314,322,25.2,0.00,97,-11.9,0.00,0.00,0.05,0.00,5.9,12.5,11,12,45.4,0.00,75
2005-11-17T06:00,-10.0,0.14,0.00,0.05,0.20,7.9,7.9,330,340,18.7,0.00,100,-13.1,0.00,0.00,0.05,0.00,7.0,12.8,12,16,46.1,0.00,82
2005-11-17T07:00,-10.4,0.07,0.00,0.05,0.10,9.0,9.0,348,358,20.9,0.00,97,-13.0,0.00,0.00,0.05,0.00,7.1,13.1,15,16,46.1,0.00,85
2005-11-17T08:00,-10.9,0.00,0.00,0.05,0.00,8.3,8.3,354,2,21.6,0.00,74,-12.1,0.00,0.00,0.05,0.00,7.5,13.5,17,16,45.7,0.00,88
2005-11-17T09:00,-11.5,0.00,0.00,0.03,0.00,7.2,7.2,348,354,16.9,0.00,7,-11.3,0.00,0.00,0.05,0.00,7.8,13.4,13,14,42.8,0.00,82
2005-11-17T10:00,-11.3,0.00,0.00,0.03,0.00,8.3,8.3,344,352,18.4,3597.96,6,-12.6,0.00,0.00,0.05,0.00,9.2,13.3,11,13,42.5,3585.15,92
2005-11-17T11:00,-10.6,0.00,0.00,0.03,0.00,9.4,9.4,348,356,22.0,3600.00,28,-13.0,0.00,0.00,0.05,0.00,9.4,13.8,7,7,42.8,3600.00,57
2005-11-17T12:00,-9.4,0.00,0.00,0.03,0.00,10.4,10.4,346,356,24.8,3600.00,15,-9.5,0.00,0.00,0.05,0.00,9.7,14.4,358,360,42.1,3600.00,38
2005-11-17T13:00,-8.8,0.00,0.00,0.03,0.00,11.5,11.5,344,352,27.7,3600.00,40,-8.1,0.00,0.00,0.05,0.00,9.4,13.7,353,357,40.0,3600.00,28
2005-11-17T14:00,-8.8,0.00,0.00,0.03,0.00,10.4,10.4,340,346,28.1,3600.00,60,-7.8,0.00,0.00,0.05,0.00,8.7,12.6,355,357,38.2,3600.00,8
2005-11-17T15:00,-8.9,0.00,0.00,0.03,0.00,10.8,10.8,348,356,27.7,3600.00,19,-7.9,0.00,0.00,0.05,0.00,9.0,13.0,355,358,37.1,3600.00,17
2005-11-17T16:00,-9.3,0.00,0.00,0.03,0.00,10.8,10.8,340,346,26.3,3600.00,20,-8.5,0.00,0.00,0.05,0.00,9.4,13.7,358,358,36.7,3600.00,19
2005-11-17T17:00,-10.5,0.00,0.00,0.03,0.00,8.6,8.6,338,344,25.6,3600.00,55,-9.7,0.00,0.00,0.05,0.00,7.9,13.3,360,3,36.7,3600.00,13
