latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
46.671875,9.871231,2667.73,7200,Europe/Zurich,GMT+2

time,temperature_2m (°C),snowfall (cm),rain (mm),snow_depth (m),precipitation (mm),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°),wind_gusts_10m (km/h),sunshine_duration (s),cloud_cover (%)
2009-03-11T00:00,-9.8,1.12,0.00,7.59,1.60,16.2,16.2,300,300,29.9,0.00,100
2009-03-11T01:00,-9.6,1.19,0.00,7.61,1.70,16.2,16.2,296,298,31.7,0.00,100
2009-03-11T02:00,-9.7,1.68,0.00,7.63,2.40,23.8,23.8,312,316,44.3,0.00,100
2009-03-11T03:00,-9.8,1.05,0.00,7.64,1.50,16.9,16.9,290,290,40.3,0.00,100
2009-03-11T04:00,-10.0,1.82,0.00,7.67,2.60,19.4,19.4,306,312,36.0,0.00,100
2009-03-11T05:00,-10.1,1.33,0.00,7.69,1.90,23.0,23.0,314,316,44.3,0.00,100
2009-03-11T06:00,-10.2,1.19,0.00,7.70,1.70,23.4,23.4,314,318,45.7,0.00,100
2009-03-11T07:00,-10.4,1.33,0.00,7.72,1.90,31.0,31.0,318,320,57.2,0.00,100
2009-03-11T08:00,-10.8,0.49,0.10,7.73,0.80,34.6,34.6,322,324,65.2,0.00,100
2009-03-11T09:00,-11.5,0.28,0.00,7.73,0.40,29.9,29.9,318,322,63.4,0.00,100
2009-03-11T10:00,-11.8,0.49,0.00,7.73,0.70,28.4,28.4,322,324,55.4,0.00,98
2009-03-11T11:00,-11.7,0.35,0.00,7.73,0.50,26.6,26.6,324,330,52.2,0.00,100
2009-03-11T12:00,-11.6,0.28,0.00,7.74,0.40,22.3,22.3,334,336,46.8,0.00,92
2009-03-11T13:00,-11.6,0.28,0.00,7.74,0.40,28.1,28.1,324,328,52.2,0.00,100
2009-03-11T14:00,-12.0,0.28,0.00,7.75,0.40,28.1,28.1,322,328,53.6,0.00,98
2009-03-11T15:00,-12.3,0.14,0.00,7.75,0.20,21.2,21.2,336,338,46.8,0.00,99
2009-03-11T16:00,-12.4,0.14,0.10,7.75,0.30,23.0,23.0,328,332,42.8,0.00,96
2009-03-11T17:00,-12.7,0.42,0.00,7.75,0.60,25.9,25.9,326,332,48.2,0.00,100
2009-03-11T18:00,-13.1,0.49,0.00,7.76,0.70,19.1,19.1,344,350,46.1,0.00,90
2009-03-11T19:00,-13.6,0.28,0.00,7.77,0.40,18.0,18.0,344,350,36.7,0.00,90
2009-03-11T20:00,-14.0,0.28,0.00,7.77,0.40,18.4,18.4,348,354,36.0,0.00,90
