latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
46.77061,9.874832,2587.47,7200,Europe/Zurich,GMT+2

time,temperature_2m (°C),snowfall (cm),rain (mm),snow_depth (m),precipitation (mm),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°),wind_gusts_10m (km/h),sunshine_duration (s),cloud_cover (%)
2016-11-11T00:00,-8.3,0.28,0.00,0.21,0.40,10.4,10.4,200,214,23.4,0.00,100
2016-11-11T01:00,-7.9,0.49,0.00,0.21,0.70,11.5,11.5,200,210,24.8,0.00,100
2016-11-11T02:00,-7.5,0.56,0.00,0.22,0.80,10.8,10.8,204,214,24.8,0.00,100
2016-11-11T03:00,-7.5,0.28,0.00,0.23,0.40,9.0,9.0,212,222,20.9,0.00,100
2016-11-11T04:00,-7.4,0.21,0.00,0.23,0.30,10.4,10.4,186,198,20.9,0.00,93
2016-11-11T05:00,-7.7,0.00,0.00,0.23,0.00,13.7,13.7,174,192,28.4,0.00,91
2016-11-11T06:00,-7.4,0.28,0.00,0.23,0.40,12.2,12.2,196,208,29.5,0.00,100
2016-11-11T07:00,-7.4,1.54,0.00,0.25,2.20,10.4,10.4,226,230,25.6,0.00,100
2016-11-11T08:00,-7.3,1.75,0.00,0.28,2.50,7.9,7.9,240,244,24.1,0.00,100
2016-11-11T09:00,-7.8,1.89,0.00,0.26,2.70,5.8,5.8,328,330,16.2,0.00,100
2016-11-11T10:00,-8.8,1.82,0.00,0.29,2.60,13.3,13.3,352,346,33.1,0.00,100
2016-11-11T11:00,-9.4,0.98,0.00,0.30,1.40,13.3,13.3,350,348,30.6,0.00,100
2016-11-11T12:00,-9.7,0.56,0.00,0.31,0.80,14.8,14.8,348,346,33.5,0.00,100
2016-11-11T13:00,-9.7,0.14,0.00,0.31,0.20,14.0,14.0,336,334,34.6,0.00,100
2016-11-11T14:00,-9.8,0.21,0.00,0.31,0.30,14.8,14.8,336,334,34.6,0.00,100
2016-11-11T15:00,-10.0,0.35,0.00,0.32,0.50,13.0,13.0,338,334,33.8,0.00,100
2016-11-11T16:00,-10.3,0.42,0.00,0.32,0.60,15.5,15.5,334,334,36.0,0.00,100
2016-11-11T17:00,-10.3,0.77,0.00,0.33,1.10,16.9,16.9,330,328,39.6,0.00,100
2016-11-11T18:00,-10.1,0.98,0.00,0.34,1.40,15.8,15.8,328,328,37.8,0.00,100
2016-11-11T19:00,-10.5,0.56,0.00,0.35,0.80,14.4,14.4,330,330,36.0,0.00,100
2016-11-11T20:00,-10.4,0.98,0.00,0.36,1.40,15.5,15.5,328,328,36.0,0.00,100
2016-11-11T21:00,-10.4,0.91,0.00,0.38,1.30,17.6,17.6,344,346,40.0,0.00,100
2016-11-11T22:00,-10.6,0.56,0.00,0.38,0.80,16.2,16.2,342,340,38.9,0.00,100
2016-11-11T23:00,-10.6,0.63,0.00,0.39,0.90,14.0,14.0,338,336,34.6,0.00,91
2016-11-12T00:00,-10.4,0.56,0.00,0.40,0.80,14.4,14.4,344,346,31.3,0.00,90
2016-11-12T01:00,-10.6,0.42,0.00,0.40,0.60,14.8,14.8,346,346,33.8,0.00,90
2016-11-12T02:00,-10.8,0.28,0.00,0.41,0.40,14.8,14.8,350,352,32.0,0.00,90
2016-11-12T03:00,-10.8,0.21,0.00,0.41,0.30,14.0,14.0,352,354,30.2,0.00,90
2016-11-12T04:00,-11.1,0.21,0.00,0.41,0.30,13.7,13.7,348,350,31.7,0.00,90
2016-11-12T05:00,-11.1,0.28,0.00,0.42,0.40,13.3,13.3,350,352,29.5,0.00,90
