latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
46.81465,10.165207,2327.13,7200,Europe/Zurich,GMT+2

time,temperature_2m_cerra (°C),snowfall_cerra (cm),rain_cerra (mm),snow_depth_cerra (m),precipitation_cerra (mm),wind_speed_10m_cerra (km/h),wind_speed_100m_cerra (km/h),wind_direction_10m_cerra (°),wind_direction_100m_cerra (°),wind_gusts_10m_cerra (km/h),sunshine_duration_cerra (s),cloud_cover_cerra (%),temperature_2m_archive_best_match (°C),snowfall_archive_best_match (cm),rain_archive_best_match (mm),snow_depth_archive_best_match (m),precipitation_archive_best_match (mm),wind_speed_10m_archive_best_match (km/h),wind_speed_100m_archive_best_match (km/h),wind_direction_10m_archive_best_match (°),wind_direction_100m_archive_best_match (°),wind_gusts_10m_archive_best_match (km/h),sunshine_duration_archive_best_match (s),cloud_cover_archive_best_match (%)
1999-12-17T00:00,-18.1,0.00,0.00,0.69,0.00,8.3,8.3,338,10,12.2,0.00,0,-17.4,0.00,0.00,0.90,0.00,1.8,4.7,53,4,19.8,0.00,72
1999-12-17T01:00,-18.7,0.00,0.00,0.69,0.00,11.9,11.9,340,356,12.2,0.00,0,-19.2,0.00,0.00,0.90,0.00,1.1,2.4,108,27,17.3,0.00,85
1999-12-17T02:00,-19.0,0.00,0.00,0.69,0.00,11.5,11.5,340,358,12.2,0.00,0,-21.9,0.00,0.00,0.90,0.00,2.1,1.9,121,68,16.2,0.00,87
1999-12-17T03:00,-19.1,0.00,0.00,0.69,0.00,10.1,10.1,344,352,10.8,0.00,0,-22.4,0.00,0.00,0.90,0.00,2.5,2.8,135,50,16.6,0.00,90
1999-12-17T04:00,-19.3,0.00,0.00,0.69,0.00,11.2,11.2,338,336,11.5,0.00,0,-23.5,0.00,0.00,0.90,0.00,2.5,2.6,135,56,16.9,0.00,90
1999-12-17T05:00,-19.4,0.00,0.00,0.69,0.00,10.8,10.8,338,314,11.9,0.00,0,-24.1,0.00,0.00,0.90,0.00,2.8,1.6,140,63,16.6,0.00,95
1999-12-17T06:00,-19.9,0.00,0.00,0.69,0.00,12.6,12.6,342,338,13.3,0.00,0,-25.1,0.00,0.00,0.90,0.00,2.0,1.8,135,360,15.8,0.00,99
1999-12-17T07:00,-20.0,0.00,0.00,0.69,0.00,12.6,12.6,340,348,14.8,0.00,0,-26.3,0.00,0.00,0.89,0.00,2.0,0.4,135,360,14.8,0.00,98
1999-12-17T08:00,-19.7,0.00,0.00,0.69,0.00,9.0,9.0,340,310,12.6,0.00,0,-26.8,0.00,0.00,0.89,0.00,2.3,2.3,141,162,14.4,0.00,99
1999-12-17T09:00,-19.8,0.00,0.00,0.68,0.00,11.5,11.5,336,310,13.0,0.00,1,-27.1,0.00,0.00,0.89,0.00,2.3,2.5,141,188,16.2,0.00,98
1999-12-17T10:00,-19.2,0.00,0.00,0.68,0.00,11.5,11.5,334,310,12.2,1467.21,3,-27.1,0.00,0.00,0.89,0.00,2.1,3.6,149,217,14.4,745.39,95
