latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
46.236805,6.78685,1621.71,7200,Europe/Zurich,GMT+2

time,temperature_2m (°C),snowfall (cm),rain (mm),snow_depth (m),precipitation (mm),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°),wind_gusts_10m (km/h),sunshine_duration (s),cloud_cover (%)
2018-02-22T00:00,-10.7,0.00,0.00,2.19,0.00,2.2,2.2,64,22,7.2,0.00,12
2018-02-22T01:00,-11.7,0.00,0.00,2.19,0.00,2.2,2.2,120,42,7.2,0.00,10
2018-02-22T02:00,-12.4,0.00,0.00,2.19,0.00,1.4,1.4,120,46,5.0,0.00,13
2018-02-22T03:00,-12.2,0.00,0.00,2.19,0.00,2.9,2.9,162,38,6.8,0.00,0
2018-02-22T04:00,-12.7,0.00,0.00,2.19,0.00,2.9,2.9,160,48,4.3,0.00,35
2018-02-22T05:00,-12.9,0.00,0.00,2.19,0.00,3.6,3.6,146,58,4.7,0.00,69
2018-02-22T06:00,-11.6,0.00,0.00,2.19,0.00,2.5,2.5,132,28,7.2,0.00,63
2018-02-22T07:00,-12.1,0.00,0.00,2.19,0.00,2.9,2.9,156,48,5.8,0.00,100
2018-02-22T08:00,-11.8,0.00,0.00,2.19,0.00,2.5,2.5,144,48,4.3,0.00,91
2018-02-22T09:00,-11.0,0.00,0.00,2.19,0.00,2.2,2.2,42,32,7.6,0.00,100
2018-02-22T10:00,-10.1,0.00,0.00,2.19,0.00,2.9,2.9,72,40,7.6,0.00,66
2018-02-22T11:00,-7.7,0.00,0.00,2.19,0.00,3.2,3.2,78,62,8.3,3600.00,30
2018-02-22T12:00,-5.8,0.00,0.00,2.19,0.00,1.8,1.8,328,58,7.9,888.70,90
2018-02-22T13:00,-4.4,0.00,0.00,2.19,0.00,4.3,4.3,40,60,13.3,823.04,94
2018-02-22T14:00,-4.3,0.07,0.00,2.19,0.10,4.7,4.7,38,50,14.4,0.00,100
2018-02-22T15:00,-5.0,0.07,0.00,2.19,0.10,4.0,4.0,356,10,12.6,0.00,100
2018-02-22T16:00,-5.2,0.07,0.00,2.19,0.10,4.3,4.3,24,42,12.2,0.00,100
2018-02-22T17:00,-5.7,0.07,0.00,2.19,0.10,4.3,4.3,30,42,12.2,0.00,100
2018-02-22T18:00,-7.0,0.00,0.00,2.19,0.00,3.2,3.2,10,18,13.7,0.00,100
2018-02-22T19:00,-7.8,0.00,0.00,2.19,0.00,2.9,2.9,46,46,8.3,0.00,100
2018-02-22T20:00,-8.4,0.00,0.00,2.19,0.00,2.9,2.9,98,62,6.5,0.00,100
2018-02-22T21:00,-8.2,0.00,0.00,2.19,0.00,2.5,2.5,104,42,5.8,0.00,100
2018-02-22T22:00,-8.5,0.00,0.00,2.19,0.00,4.3,4.3,108,72,7.9,0.00,99
2018-02-22T23:00,-9.1,0.00,0.00,2.19,0.00,4.3,4.3,96,74,9.0,0.00,67
2018-02-23T00:00,-8.3,0.00,0.00,2.19,0.00,4.7,4.7,98,72,9.4,0.00,54
2018-02-23T01:00,-9.4,0.00,0.00,2.19,0.00,6.5,6.5,100,86,13.0,0.00,70
2018-02-23T02:00,-9.4,0.00,0.00,2.19,0.00,5.4,5.4,98,84,13.7,0.00,28
2018-02-23T03:00,-10.2,0.00,0.00,2.19,0.00,5.4,5.4,102,80,10.4,0.00,0
2018-02-23T04:00,-10.9,0.00,0.00,2.19,0.00,6.8,6.8,98,88,13.3,0.00,0
2018-02-23T05:00,-11.1,0.00,0.00,2.19,0.00,5.8,5.8,94,86,13.3,0.00,3
2018-02-23T06:00,-10.3,0.00,0.00,2.19,0.00,6.8,6.8,96,88,15.5,0.00,67
2018-02-23T07:00,-10.4,0.00,0.00,2.19,0.00,7.9,7.9,104,94,16.6,0.00,71
2018-02-23T08:00,-10.0,0.00,0.00,2.19,0.00,7.2,7.2,112,100,16.6,0.00,65
2018-02-23T09:00,-9.3,0.00,0.00,2.21,0.00,9.7,9.7,108,108,20.9,0.00,90
2018-02-23T10:00,-8.1,0.00,0.00,2.21,0.00,8.3,8.3,98,104,19.1,0.00,90
2018-02-23T11:00,-5.9,0.00,0.00,2.21,0.00,7.9,7.9,86,96,16.9,0.00,81
2018-02-23T12:00,-5.1,0.00,0.00,2.21,0.00,7.9,7.9,80,90,20.5,0.00,85
2018-02-23T13:00,-2.9,0.00,0.00,2.21,0.00,8.6,8.6,82,92,21.2,2468.19,44
2018-02-23T14:00,-0.9,0.00,0.00,2.21,0.00,6.8,6.8,64,78,21.2,3600.00,22
2018-02-23T15:00,-2.9,0.00,0.00,2.21,0.00,7.2,7.2,74,84,19.1,0.00,71
2018-02-23T16:00,-2.8,0.00,0.00,2.21,0.00,5.4,5.4,30,46,17.6,0.00,60
2018-02-23T17:00,-3.4,0.00,0.00,2.21,0.00,7.2,7.2,44,54,16.9,3600.00,19
2018-02-23T18:00,-5.4,0.00,0.00,2.21,0.00,5.4,5.4,70,84,19.8,0.00,100
2018-02-23T19:00,-6.5,0.00,0.00,2.21,0.00,4.3,4.3,84,100,11.5,0.00,73
2018-02-23T20:00,-8.1,0.00,0.00,2.21,0.00,3.6,3.6,82,82,7.2,0.00,13
2018-02-23T21:00,-9.1,0.00,0.00,2.21,0.00,6.8,6.8,94,98,17.3,0.00,65
2018-02-23T22:00,-9.3,0.00,0.00,2.21,0.00,5.8,5.8,90,80,15.1,0.00,89
2018-02-23T23:00,-8.6,0.00,0.00,2.21,0.00,6.5,6.5,100,92,9.7,0.00,62
2018-02-24T00:00,-7.0,0.00,0.00,2.21,0.00,7.9,7.9,92,92,19.4,0.00,35
2018-02-24T01:00,-7.5,0.00,0.00,2.21,0.00,8.3,8.3,102,90,18.0,0.00,62
2018-02-24T02:00,-7.6,0.00,0.00,2.21,0.00,8.3,8.3,90,82,16.2,0.00,56
2018-02-24T03:00,-7.3,0.00,0.00,2.21,0.00,7.6,7.6,102,94,19.4,0.00,16
2018-02-24T04:00,-7.6,0.00,0.00,2.21,0.00,9.4,9.4,98,92,18.7,0.00,12
2018-02-24T05:00,-7.8,0.00,0.00,2.21,0.00,9.0,9.0,92,86,18.0,0.00,17
2018-02-24T06:00,-8.1,0.00,0.00,2.21,0.00,7.9,7.9,100,84,22.0,0.00,6
2018-02-24T07:00,-8.1,0.00,0.00,2.21,0.00,10.1,10.1,98,84,20.2,0.00,29
2018-02-24T08:00,-7.5,0.00,0.00,2.21,0.00,9.4,9.4,96,84,21.2,0.00,42
2018-02-24T09:00,-6.4,0.00,0.00,2.21,0.00,10.1,10.1,114,104,25.2,0.00,67
2018-02-24T10:00,-4.2,0.00,0.00,2.21,0.00,13.3,13.3,116,110,32.0,201.85,58
2018-02-24T11:00,-0.3,0.00,0.00,2.21,0.00,11.2,11.2,106,114,34.9,3600.00,33
2018-02-24T12:00,0.6,0.00,0.00,2.21,0.00,11.5,11.5,82,92,25.6,3600.00,7
2018-02-24T13:00,2.9,0.00,0.00,2.21,0.00,11.2,11.2,94,106,26.6,3600.00,12
2018-02-24T14:00,5.0,0.00,0.00,2.21,0.00,9.7,9.7,106,120,27.7,3600.00,30
2018-02-24T15:00,3.6,0.00,0.00,2.21,0.00,8.6,8.6,88,104,24.8,2885.67,75
2018-02-24T16:00,3.6,0.00,0.00,2.21,0.00,7.6,7.6,80,98,20.9,2447.16,73
2018-02-24T17:00,2.9,0.00,0.00,2.21,0.00,6.1,6.1,66,84,18.7,3600.00,37
2018-02-24T18:00,-0.4,0.00,0.00,2.21,0.00,6.1,6.1,78,94,18.4,0.00,38
2018-02-24T19:00,-2.3,0.00,0.00,2.21,0.00,5.8,5.8,86,100,13.0,499.08,30
2018-02-24T20:00,-4.3,0.00,0.00,2.21,0.00,4.3,4.3,108,94,10.4,0.00,8
