latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
46.772987,9.730667,2347.62,7200,Europe/Zurich,GMT+2

time,temperature_2m (°C),snowfall (cm),rain (mm),snow_depth (m),precipitation (mm),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°),wind_gusts_10m (km/h),sunshine_duration (s),cloud_cover (%)
2012-01-26T00:00,-14.4,0.00,0.00,4.70,0.00,3.6,3.6,126,42,4.3,0.00,10
2012-01-26T01:00,-15.0,0.00,0.00,4.70,0.00,2.2,2.2,138,356,4.0,0.00,6
2012-01-26T02:00,-15.3,0.00,0.00,4.70,0.00,1.8,1.8,150,344,2.9,0.00,1
2012-01-26T03:00,-15.3,0.00,0.00,4.70,0.00,2.2,2.2,156,348,2.5,0.00,3
2012-01-26T04:00,-15.6,0.00,0.00,4.70,0.00,2.5,2.5,148,0,3.2,0.00,2
2012-01-26T05:00,-15.7,0.00,0.00,4.70,0.00,2.5,2.5,146,356,3.2,0.00,5
2012-01-26T06:00,-16.1,0.00,0.00,4.70,0.00,3.2,3.2,154,4,3.6,0.00,9
2012-01-26T07:00,-16.1,0.00,0.00,4.70,0.00,3.2,3.2,154,2,3.6,0.00,11
2012-01-26T08:00,-16.0,0.00,0.00,4.70,0.00,2.5,2.5,150,356,3.6,0.00,12
2012-01-26T09:00,-16.5,0.00,0.00,4.48,0.00,5.0,5.0,168,4,6.1,0.00,9
2012-01-26T10:00,-16.0,0.00,0.00,4.48,0.00,5.0,5.0,174,268,6.1,1994.91,9
2012-01-26T11:00,-14.4,0.00,0.00,4.48,0.00,4.3,4.3,174,248,5.4,3600.00,3
2012-01-26T12:00,-12.4,0.00,0.00,4.48,0.00,4.0,4.0,164,170,5.4,3600.00,10
2012-01-26T13:00,-10.1,0.00,0.00,4.48,0.00,4.0,4.0,168,198,4.0,3600.00,11
2012-01-26T14:00,-8.1,0.00,0.00,4.48,0.00,2.5,2.5,164,208,4.0,3600.00,13
2012-01-26T15:00,-7.1,0.00,0.00,4.48,0.00,2.2,2.2,144,158,11.2,3600.00,4
2012-01-26T16:00,-7.4,0.00,0.00,4.48,0.00,1.1,1.1,100,156,6.8,3600.00,6
2012-01-26T17:00,-8.8,0.00,0.00,4.48,0.00,1.4,1.4,86,104,1.4,3600.00,5
2012-01-26T18:00,-11.3,0.00,0.00,4.48,0.00,2.2,2.2,128,74,3.6,2433.34,2
2012-01-26T19:00,-13.2,0.00,0.00,4.48,0.00,2.9,2.9,152,228,4.0,0.00,1
2012-01-26T20:00,-14.2,0.00,0.00,4.48,0.00,2.2,2.2,148,320,4.3,0.00,1
2012-01-26T21:00,-14.6,0.00,0.00,4.48,0.00,4.0,4.0,136,100,6.5,0.00,5
2012-01-26T22:00,-14.9,0.00,0.00,4.48,0.00,3.2,3.2,148,78,5.0,0.00,2
2012-01-26T23:00,-15.2,0.00,0.00,4.48,0.00,2.9,2.9,146,42,3.6,0.00,1
2012-01-27T00:00,-15.6,0.00,0.00,4.48,0.00,4.3,4.3,150,108,5.4,0.00,3
2012-01-27T01:00,-15.7,0.00,0.00,4.48,0.00,2.5,2.5,168,76,5.0,0.00,6
2012-01-27T02:00,-15.9,0.00,0.00,4.48,0.00,2.9,2.9,148,18,3.2,0.00,9
2012-01-27T03:00,-16.2,0.00,0.00,4.48,0.00,3.2,3.2,146,76,4.3,0.00,22
2012-01-27T04:00,-16.0,0.00,0.00,4.48,0.00,2.9,2.9,148,36,4.3,0.00,20
2012-01-27T05:00,-16.0,0.00,0.00,4.48,0.00,3.2,3.2,144,44,4.3,0.00,30
2012-01-27T06:00,-15.6,0.00,0.00,4.48,0.00,3.6,3.6,144,74,5.4,0.00,76
2012-01-27T07:00,-15.0,0.00,0.00,4.48,0.00,2.9,2.9,148,54,4.7,0.00,81
2012-01-27T08:00,-14.5,0.00,0.00,4.48,0.00,3.2,3.2,144,56,4.0,0.00,74
2012-01-27T09:00,-14.2,0.00,0.00,4.35,0.00,4.7,4.7,146,102,5.4,0.00,100
2012-01-27T10:00,-14.0,0.00,0.00,4.35,0.00,4.7,4.7,144,112,5.8,0.00,94
2012-01-27T11:00,-13.0,0.00,0.00,4.35,0.00,3.6,3.6,148,98,5.8,0.00,86
2012-01-27T12:00,-11.3,0.00,0.00,4.35,0.00,3.6,3.6,152,104,4.0,0.00,100
2012-01-27T13:00,-10.0,0.00,0.00,4.35,0.00,3.2,3.2,148,108,3.6,0.00,100
2012-01-27T14:00,-8.7,0.00,0.00,4.35,0.00,2.9,2.9,138,128,3.6,0.00,100
2012-01-27T15:00,-7.5,0.00,0.00,4.35,0.00,1.4,1.4,112,174,4.7,0.00,100
2012-01-27T16:00,-7.9,0.07,0.00,4.35,0.10,1.1,1.1,116,224,3.2,0.00,100
2012-01-27T17:00,-8.7,0.14,0.00,4.36,0.20,2.2,2.2,98,102,2.2,0.00,100
2012-01-27T18:00,-9.0,0.14,0.00,4.36,0.20,2.9,2.9,110,138,2.9,0.00,100
2012-01-27T19:00,-9.7,0.14,0.00,4.36,0.20,3.6,3.6,134,148,3.6,0.00,100
2012-01-27T20:00,-10.2,0.14,0.00,4.36,0.20,2.9,2.9,134,178,3.6,0.00,100
2012-01-27T21:00,-9.9,0.07,0.00,4.36,0.10,2.2,2.2,162,96,6.1,0.00,100
2012-01-27T22:00,-10.4,0.07,0.00,4.36,0.10,2.2,2.2,152,232,2.2,0.00,100
2012-01-27T23:00,-10.7,0.07,0.00,4.36,0.10,2.5,2.5,156,256,2.5,0.00,100
2012-01-28T00:00,-10.2,0.14,0.00,4.36,0.20,4.3,4.3,150,224,4.3,0.00,100
2012-01-28T01:00,-10.2,0.21,0.00,4.37,0.30,2.9,2.9,158,240,4.3,0.00,100
2012-01-28T02:00,-10.2,0.21,0.00,4.37,0.30,1.4,1.4,168,272,2.9,0.00,100
2012-01-28T03:00,-9.6,0.14,0.00,4.37,0.20,2.5,2.5,162,194,3.2,0.00,100
2012-01-28T04:00,-10.0,0.14,0.00,4.38,0.20,2.5,2.5,152,204,2.9,0.00,100
2012-01-28T05:00,-10.3,0.14,0.00,4.38,0.20,2.5,2.5,156,232,2.9,0.00,100
2012-01-28T06:00,-9.9,0.21,0.00,4.38,0.30,2.9,2.9,148,218,3.6,0.00,100
2012-01-28T07:00,-9.9,0.28,0.00,4.38,0.40,2.5,2.5,146,206,2.9,0.00,100
2012-01-28T08:00,-10.0,0.21,0.00,4.38,0.30,2.5,2.5,138,172,3.2,0.00,100
