latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
45.94469,7.2194366,2467.31,7200,Europe/Zurich,GMT+2

time,temperature_2m_cerra (°C),snowfall_cerra (cm),rain_cerra (mm),snow_depth_cerra (m),precipitation_cerra (mm),wind_speed_10m_cerra (km/h),wind_speed_100m_cerra (km/h),wind_direction_10m_cerra (°),wind_direction_100m_cerra (°),wind_gusts_10m_cerra (km/h),sunshine_duration_cerra (s),cloud_cover_cerra (%),temperature_2m_archive_best_match (°C),snowfall_archive_best_match (cm),rain_archive_best_match (mm),snow_depth_archive_best_match (m),precipitation_archive_best_match (mm),wind_speed_10m_archive_best_match (km/h),wind_speed_100m_archive_best_match (km/h),wind_direction_10m_archive_best_match (°),wind_direction_100m_archive_best_match (°),wind_gusts_10m_archive_best_match (km/h),sunshine_duration_archive_best_match (s),cloud_cover_archive_best_match (%)
2000-04-10T00:00,-6.9,0.14,0.00,0.12,0.20,27.4,27.4,148,138,63.0,0.00,81,-7.7,0.14,0.00,7.47,0.20,5.4,12.7,143,145,35.6,0.00,100
2000-04-10T01:00,-6.9,0.14,0.00,0.13,0.20,27.0,27.0,146,136,54.4,0.00,76,-7.8,0.07,0.00,7.47,0.10,5.1,12.6,141,143,34.9,0.00,98
2000-04-10T02:00,-7.1,0.07,0.00,0.13,0.10,25.9,25.9,144,134,53.6,0.00,63,-7.9,0.07,0.00,7.48,0.00,5.1,11.8,141,142,33.5,0.00,99
2000-04-10T03:00,-6.9,0.07,0.00,0.13,0.10,23.8,23.8,144,134,51.1,0.00,91,-7.9,0.07,0.00,7.48,0.00,5.4,11.8,138,142,31.7,0.00,97
2000-04-10T04:00,-6.9,0.07,0.00,0.13,0.10,23.0,23.0,140,132,46.1,0.00,89,-8.0,0.07,0.00,7.48,0.00,7.7,11.8,143,142,29.9,0.00,96
2000-04-10T05:00,-7.0,0.00,0.00,0.13,0.00,22.3,22.3,142,134,45.0,0.00,70,-7.9,0.07,0.00,7.48,0.00,6.9,11.2,141,140,28.4,0.00,97
2000-04-10T06:00,-6.7,0.07,0.00,0.13,0.10,21.2,21.2,144,134,43.6,0.00,78,-7.9,0.00,0.00,7.48,0.00,6.9,10.7,141,140,28.1,0.00,92
2000-04-10T07:00,-6.9,0.07,0.00,0.13,0.10,20.9,20.9,142,134,41.4,0.00,65,-7.8,0.00,0.00,7.47,0.00,7.1,10.7,139,140,28.1,0.00,98
2000-04-10T08:00,-6.8,0.00,0.00,0.13,0.00,20.5,20.5,144,136,40.3,189.56,66,-7.6,0.00,0.00,7.47,0.00,5.4,10.7,138,140,27.7,193.05,97
2000-04-10T09:00,-5.9,0.07,0.00,0.07,0.10,19.1,19.1,142,134,38.5,0.00,100,-6.6,0.00,0.00,7.47,0.00,6.1,8.9,140,140,29.5,3600.00,92
2000-04-10T10:00,-5.2,0.07,0.00,0.07,0.10,19.1,19.1,144,136,38.9,0.00,100,-6.1,0.00,0.00,7.47,0.00,6.7,10.0,144,142,28.1,3600.00,86
2000-04-10T11:00,-4.1,0.07,0.00,0.07,0.10,19.4,19.4,150,142,41.4,417.92,100,-4.6,0.00,0.00,7.47,0.00,6.7,9.8,144,144,28.4,3600.00,82
2000-04-10T12:00,-2.8,0.00,0.00,0.07,0.00,15.1,15.1,158,146,42.1,3096.13,88,-3.1,0.00,0.00,7.47,0.00,7.4,10.2,141,141,27.4,3600.00,77
2000-04-10T13:00,-1.7,0.00,0.00,0.07,0.00,13.7,13.7,160,148,33.8,3600.00,63,-2.2,0.00,0.00,7.47,0.00,6.8,9.4,148,148,25.2,3600.00,85
2000-04-10T14:00,-1.0,0.00,0.00,0.07,0.00,12.2,12.2,164,152,32.0,3600.00,30,-1.3,0.00,0.00,7.47,0.00,5.5,8.4,148,149,23.0,3600.00,67
2000-04-10T15:00,-1.1,0.00,0.00,0.07,0.00,11.2,11.2,158,148,32.0,3600.00,24,-1.2,0.00,0.00,7.47,0.00,5.0,7.6,150,149,19.8,3600.00,71
2000-04-10T16:00,-0.9,0.00,0.00,0.07,0.00,10.1,10.1,156,146,28.1,3600.00,46,-0.7,0.00,0.00,7.47,0.00,5.0,7.4,150,151,16.9,3600.00,83
2000-04-10T17:00,-1.0,0.00,0.00,0.07,0.00,9.0,9.0,160,152,25.2,3600.00,94,-0.8,0.00,0.00,7.47,0.00,4.8,6.6,153,158,15.1,3558.29,90
2000-04-10T18:00,-1.9,0.00,0.00,0.07,0.00,5.4,5.4,152,142,22.0,3600.00,69,-1.1,0.00,0.00,7.47,0.00,4.0,6.2,153,159,13.3,2705.62,91
2000-04-10T19:00,-2.7,0.00,0.00,0.07,0.00,4.3,4.3,158,146,15.1,3600.00,56,-1.7,0.00,0.00,7.47,0.00,5.0,7.1,150,156,13.0,3600.00,89
2000-04-10T20:00,-4.1,0.00,0.00,0.07,0.00,7.6,7.6,154,146,13.7,906.33,61,-2.3,0.00,0.00,7.47,0.00,4.7,7.1,148,156,11.5,1061.68,80
2000-04-10T21:00,-4.7,0.00,0.00,0.07,0.00,7.2,7.2,148,146,11.9,0.00,83,-3.4,0.00,0.00,7.47,0.00,5.0,6.8,150,155,20.2,0.00,86
2000-04-10T22:00,-5.7,0.00,0.00,0.07,0.00,9.0,9.0,138,146,14.8,0.00,64,-4.0,0.00,0.00,7.46,0.00,5.2,7.2,146,153,17.3,0.00,95
2000-04-10T23:00,-6.4,0.00,0.00,0.07,0.00,11.9,11.9,136,144,18.7,0.00,65,-4.5,0.00,0.00,7.46,0.00,5.7,7.6,145,155,18.7,0.00,93
2000-04-11T00:00,-6.1,0.00,0.00,0.07,0.00,12.6,12.6,134,144,23.8,0.00,46,-5.0,0.00,0.00,7.46,0.00,6.0,8.5,147,152,19.4,0.00,82
2000-04-11T01:00,-6.6,0.00,0.00,0.07,0.00,13.3,13.3,134,146,22.7,0.00,37,-5.3,0.00,0.00,7.46,0.00,6.0,8.9,155,159,19.4,0.00,76
2000-04-11T02:00,-6.8,0.00,0.00,0.07,0.00,14.0,14.0,138,148,23.8,0.00,33,-5.5,0.00,0.00,7.46,0.00,5.8,8.0,150,162,19.8,0.00,85
2000-04-11T03:00,-6.4,0.00,0.00,0.07,0.00,12.6,12.6,134,140,25.6,0.00,23,-6.1,0.00,0.00,7.46,0.00,5.3,7.2,152,162,19.1,0.00,90
2000-04-11T04:00,-6.6,0.00,0.00,0.07,0.00,13.3,13.3,136,142,22.3,0.00,24,-6.5,0.00,0.00,7.46,0.00,5.5,7.2,148,162,18.4,0.00,90
2000-04-11T05:00,-6.8,0.00,0.00,0.07,0.00,13.0,13.0,134,148,22.0,0.00,40,-7.2,0.00,0.00,7.46,0.00,5.8,7.6,150,161,18.0,0.00,89
2000-04-11T06:00,-6.4,0.00,0.00,0.07,0.00,9.7,9.7,134,148,21.6,0.00,88,-8.0,0.00,0.00,7.46,0.00,5.8,8.1,150,159,18.4,0.00,90
2000-04-11T07:00,-6.1,0.07,0.00,0.07,0.10,10.8,10.8,136,148,18.0,0.00,88,-8.8,0.00,0.00,7.46,0.00,6.5,8.3,146,162,17.3,0.00,98
2000-04-11T08:00,-5.8,0.07,0.00,0.07,0.10,11.9,11.9,136,152,19.8,615.74,91,-8.8,0.00,0.00,7.46,0.00,5.5,8.5,148,168,16.9,911.87,96
2000-04-11T09:00,-4.9,0.00,0.00,0.01,0.00,12.6,12.6,144,150,27.0,0.00,100,-7.1,0.00,0.00,7.46,0.00,5.7,8.9,145,166,24.5,3600.00,96
2000-04-11T10:00,-3.6,0.07,0.00,0.01,0.10,11.9,11.9,154,156,25.6,1111.85,100,-5.4,0.00,0.00,7.46,0.00,4.3,8.1,156,167,22.0,3600.00,64
2000-04-11T11:00,-2.4,0.07,0.00,0.01,0.10,10.8,10.8,164,162,25.2,3600.00,100,-3.6,0.00,0.00,7.46,0.00,4.7,6.9,171,174,22.0,3600.00,66
2000-04-11T12:00,-1.3,0.07,0.00,0.01,0.10,6.8,6.8,200,186,25.2,3600.00,85,-2.0,0.00,0.00,7.46,0.00,4.9,6.7,197,196,24.1,3600.00,51
2000-04-11T13:00,-0.5,0.14,0.00,0.01,0.20,6.1,6.1,230,206,19.8,3600.00,100,-1.4,0.00,0.00,7.46,0.00,4.8,7.2,207,207,26.3,3600.00,64
2000-04-11T14:00,-0.7,0.70,0.00,0.02,1.00,7.6,7.6,232,216,20.2,0.00,100,-1.6,0.07,0.00,7.46,0.10,4.8,6.9,207,208,27.0,3600.00,67
2000-04-11T15:00,-1.2,0.84,0.00,0.02,1.20,7.2,7.2,254,240,19.1,0.00,100,-1.3,0.07,0.00,7.46,0.00,4.8,7.1,207,204,27.0,3600.00,87
2000-04-11T16:00,-0.7,0.56,0.00,0.04,0.80,9.0,9.0,244,232,21.6,0.00,100,-1.7,0.21,0.00,7.46,0.30,5.2,7.9,205,204,26.3,3600.00,65
2000-04-11T17:00,-0.5,0.21,0.00,0.04,0.30,9.7,9.7,234,226,23.0,162.29,51,-1.4,0.07,0.00,7.46,0.00,3.0,7.2,194,186,26.6,3600.00,75
2000-04-11T18:00,-1.2,0.00,0.00,0.04,0.00,6.8,6.8,244,234,19.4,3600.00,59,-2.4,0.07,0.00,7.46,0.00,4.1,7.4,195,194,30.6,3600.00,79
2000-04-11T19:00,-2.2,0.00,0.00,0.04,0.00,7.2,7.2,204,204,17.6,3600.00,74,-2.5,0.07,0.00,7.46,0.00,5.4,7.6,184,188,31.3,3600.00,84
2000-04-11T20:00,-3.5,0.00,0.00,0.04,0.00,11.2,11.2,170,178,21.2,0.00,73,-3.1,0.00,0.00,7.46,0.00,5.1,7.6,172,177,34.2,1537.64,71
2000-04-11T21:00,-4.6,0.00,0.00,0.04,0.00,16.6,16.6,150,158,32.0,0.00,91,-4.0,0.00,0.00,7.46,0.00,6.2,9.3,159,167,29.5,0.00,82
2000-04-11T22:00,-5.2,0.00,0.00,0.04,0.00,19.4,19.4,138,148,37.4,0.00,87,-4.3,0.00,0.00,7.46,0.00,7.2,10.5,153,158,32.0,0.00,87
2000-04-11T23:00,-5.5,0.00,0.00,0.04,0.00,22.7,22.7,134,140,43.2,0.00,73,-4.7,0.00,0.00,7.46,0.00,7.2,11.1,153,155,34.9,0.00,93
2000-04-12T00:00,-5.7,0.07,0.00,0.04,0.10,26.3,26.3,132,134,50.4,0.00,49,-5.1,0.07,0.00,7.46,0.00,7.9,11.6,156,158,36.7,0.00,97
2000-04-12T01:00,-5.5,0.14,0.00,0.04,0.20,31.3,31.3,144,148,60.1,0.00,88,-5.3,0.07,0.00,7.46,0.10,7.7,12.6,152,156,38.2,0.00,100
2000-04-12T02:00,-5.1,0.14,0.00,0.04,0.20,29.9,29.9,150,156,61.6,0.00,64,-5.4,0.07,0.00,7.46,0.10,5.5,13.2,148,154,40.0,0.00,100
2000-04-12T03:00,-4.7,0.35,0.00,0.05,0.50,31.3,31.3,150,152,61.6,0.00,47,-5.6,0.14,0.00,7.46,0.20,5.2,13.0,155,156,40.7,0.00,97
2000-04-12T04:00,-4.2,0.21,0.00,0.05,0.30,32.0,32.0,160,168,65.5,0.00,14,-5.7,0.21,0.00,7.46,0.30,4.8,12.6,153,160,40.3,0.00,99
2000-04-12T05:00,-4.1,0.00,0.00,0.05,0.00,31.3,31.3,174,176,66.6,0.00,50,-5.9,0.70,0.00,7.47,1.00,4.7,11.3,171,171,37.8,0.00,93
2000-04-12T06:00,-3.7,0.14,0.00,0.05,0.20,23.8,23.8,182,188,65.2,0.00,34,-6.2,0.42,0.00,7.48,0.60,5.8,11.2,180,182,50.8,0.00,97
2000-04-12T07:00,-4.5,0.21,0.00,0.05,0.30,24.1,24.1,192,198,51.5,0.00,63,-6.4,0.28,0.00,7.48,0.40,5.7,10.4,198,200,55.8,0.00,97
2000-04-12T08:00,-4.6,0.14,0.00,0.06,0.20,24.8,24.8,230,232,53.6,1063.31,0,-6.4,0.21,0.00,7.49,0.30,5.9,9.3,194,208,58.3,5.02,72
2000-04-12T09:00,-3.7,0.00,0.00,0.00,0.00,25.2,25.2,232,228,52.2,3600.00,7,-6.4,0.14,0.00,7.50,0.20,5.2,8.4,192,200,59.0,3600.00,67
2000-04-12T10:00,-2.9,0.07,0.00,0.00,0.10,24.5,24.5,242,238,54.0,3600.00,90,-6.1,0.21,0.00,7.50,0.30,4.7,10.0,212,210,60.1,3600.00,74
2000-04-12T11:00,-2.4,0.14,0.00,0.01,0.20,25.9,25.9,250,242,54.7,3600.00,46,-5.7,0.14,0.00,7.51,0.20,8.0,12.3,234,232,69.8,3600.00,61
2000-04-12T12:00,-1.7,0.00,0.00,0.01,0.00,27.4,27.4,248,240,58.3,3600.00,7,-5.8,0.35,0.00,7.52,0.50,8.7,12.6,246,239,71.3,3600.00,51
2000-04-12T13:00,-1.7,0.00,0.00,0.01,0.00,27.0,27.0,252,246,60.1,3600.00,0,-5.3,0.07,0.00,7.52,0.00,10.2,14.8,247,244,63.4,3600.00,70
2000-04-12T14:00,-1.2,0.00,0.00,0.01,0.00,25.6,25.6,250,244,58.7,3600.00,6,-5.2,0.07,0.00,7.52,0.00,11.0,16.7,247,245,61.2,3600.00,56
2000-04-12T15:00,-1.4,0.00,0.00,0.01,0.00,29.2,29.2,248,242,63.7,3600.00,2,-4.9,0.00,0.00,7.52,0.00,10.8,16.1,244,243,58.7,3600.00,60
2000-04-12T16:00,-2.3,0.00,0.00,0.00,0.00,27.0,27.0,254,248,64.1,3600.00,2,-4.7,0.00,0.00,7.52,0.00,7.2,11.3,243,243,55.1,3600.00,28
2000-04-12T17:00,-2.5,0.00,0.00,0.00,0.00,22.0,22.0,246,240,60.5,3600.00,0,-4.8,0.00,0.00,7.52,0.00,6.1,12.6,242,243,49.7,3600.00,56
2000-04-12T18:00,-2.7,0.00,0.00,0.00,0.00,23.0,23.0,238,236,52.9,3600.00,0,-5.6,0.00,0.00,7.52,0.00,7.2,11.9,243,241,45.7,3600.00,42
2000-04-12T19:00,-4.3,0.00,0.00,0.00,0.00,20.5,20.5,242,242,55.4,3600.00,3,-6.1,0.00,0.00,7.52,0.00,6.1,8.9,225,227,45.7,3600.00,38
2000-04-12T20:00,-4.7,0.00,0.00,0.00,0.00,15.8,15.8,228,230,53.3,2698.18,10,-5.9,0.00,0.00,7.52,0.00,5.5,8.2,203,218,43.9,2719.04,28
2000-04-12T21:00,-5.0,0.00,0.00,0.00,0.00,13.0,13.0,206,218,40.0,0.00,12,-6.4,0.00,0.00,7.52,0.00,6.1,8.9,177,207,43.6,0.00,51
2000-04-12T22:00,-5.2,0.00,0.00,0.00,0.00,14.8,14.8,188,204,35.3,0.00,68,-6.7,0.00,0.00,7.52,0.00,6.2,9.2,170,201,43.6,0.00,84
2000-04-12T23:00,-5.0,0.00,0.00,0.00,0.00,14.8,14.8,182,196,35.3,0.00,100,-6.8,0.00,0.00,7.52,0.00,6.3,9.4,167,198,43.9,0.00,92
2000-04-13T00:00,-4.4,0.07,0.00,0.01,0.10,16.2,16.2,164,186,32.8,0.00,93,-7.1,0.00,0.00,7.52,0.00,7.2,11.4,180,204,43.9,0.00,73
2000-04-13T01:00,-4.7,0.00,0.00,0.01,0.00,19.8,19.8,168,182,39.6,0.00,42,-7.4,0.00,0.00,7.52,0.00,6.8,10.3,162,192,43.9,0.00,78
2000-04-13T02:00,-4.9,0.07,0.00,0.01,0.10,19.8,19.8,174,188,40.0,0.00,100,-7.4,0.00,0.00,7.52,0.00,7.1,10.1,156,182,42.8,0.00,81
2000-04-13T03:00,-3.9,0.07,0.00,0.01,0.10,19.8,19.8,176,188,43.2,0.00,100,-7.3,0.00,0.00,7.52,0.00,7.6,10.8,155,180,41.0,0.00,93
2000-04-13T04:00,-4.0,0.14,0.00,0.01,0.20,17.6,17.6,184,194,38.9,0.00,100,-7.1,0.07,0.00,7.52,0.00,7.6,10.9,155,172,39.6,0.00,96
2000-04-13T05:00,-3.9,0.49,0.00,0.02,0.70,18.7,18.7,182,188,39.6,0.00,100,-7.1,0.07,0.00,7.52,0.00,7.6,11.3,155,173,39.2,0.00,100
2000-04-13T06:00,-4.0,0.63,0.00,0.02,0.90,19.8,19.8,178,186,41.8,0.00,100,-7.1,0.07,0.00,7.52,0.00,7.8,11.6,158,175,39.2,0.00,100
2000-04-13T07:00,-3.5,0.49,0.00,0.02,0.70,17.6,17.6,188,194,40.7,0.00,100,-6.9,0.07,0.00,7.52,0.00,7.3,10.8,160,178,38.9,0.00,89
2000-04-13T08:00,-2.8,0.28,0.00,0.03,0.40,16.6,16.6,200,208,36.4,0.00,75,-6.6,0.07,0.00,7.52,0.10,7.0,10.1,159,178,38.5,0.00,92
2000-04-13T09:00,-2.5,0.07,0.00,0.00,0.10,16.9,16.9,192,198,36.7,3600.00,100,-5.9,0.35,0.00,7.52,0.50,3.8,9.7,163,178,39.6,88.72,75
2000-04-13T10:00,-1.9,0.07,0.00,0.00,0.10,18.7,18.7,186,188,40.3,0.00,100,-5.4,0.21,0.00,7.53,0.30,4.4,9.0,171,175,38.5,3600.00,54
2000-04-13T11:00,-1.4,0.21,0.00,0.01,0.30,20.5,20.5,190,192,43.6,0.00,100,-4.0,0.35,0.00,7.53,0.50,4.7,9.0,176,178,39.2,3600.00,48
2000-04-13T12:00,-0.8,0.28,0.00,0.01,0.40,23.0,23.0,188,192,49.0,0.00,100,-2.6,0.14,0.00,7.53,0.20,6.1,9.8,183,186,43.2,3600.00,50
2000-04-13T13:00,0.2,0.28,0.00,0.01,0.40,24.1,24.1,192,196,52.9,0.00,100,-2.0,0.21,0.00,7.53,0.30,8.9,13.2,207,202,49.7,3600.00,62
2000-04-13T14:00,0.4,0.35,0.00,0.02,0.50,24.1,24.1,194,200,53.6,0.00,100,-1.6,0.28,0.00,7.53,0.40,10.0,14.1,221,212,49.3,3600.00,68
2000-04-13T15:00,0.3,0.14,0.00,0.02,0.20,26.6,26.6,198,204,59.8,1208.10,87,-1.8,0.14,0.00,7.53,0.20,8.0,12.2,207,204,48.2,3600.00,75
2000-04-13T16:00,0.3,0.14,0.00,0.02,0.20,24.5,24.5,204,210,59.0,3600.00,100,-1.9,0.14,0.10,7.54,0.30,6.6,10.6,202,198,45.0,3600.00,80
2000-04-13T17:00,-0.3,0.07,0.00,0.02,0.10,22.0,22.0,210,216,55.4,0.00,87,-2.1,0.14,0.00,7.54,0.20,5.6,10.8,220,217,58.3,3600.00,94
2000-04-13T18:00,-0.7,0.00,0.00,0.02,0.00,22.0,22.0,208,214,50.8,3600.00,45,-2.5,0.07,0.00,7.54,0.10,7.1,9.0,204,203,56.5,3600.00,93
2000-04-13T19:00,-1.5,0.00,0.00,0.02,0.00,21.2,21.2,194,204,50.4,3600.00,76,-2.3,0.21,0.00,7.54,0.30,5.8,8.6,173,180,36.7,3600.00,85
2000-04-13T20:00,-2.4,0.00,0.00,0.02,0.00,20.5,20.5,192,208,47.5,80.34,100,-2.8,0.07,0.00,7.54,0.00,6.2,9.4,170,182,39.6,2794.83,94
2000-04-13T21:00,-3.0,0.00,0.00,0.02,0.00,20.2,20.2,182,202,49.7,0.00,100,-3.5,0.00,0.00,7.54,0.00,6.2,9.1,173,189,40.7,0.00,95
2000-04-13T22:00,-3.2,0.00,0.00,0.02,0.00,19.4,19.4,164,188,45.7,0.00,60,-4.1,0.00,0.00,7.54,0.00,6.3,9.1,167,189,40.7,0.00,82
2000-04-13T23:00,-3.7,0.00,0.00,0.02,0.00,19.4,19.4,150,176,41.4,0.00,77,-4.9,0.00,0.00,7.54,0.00,6.4,9.1,164,189,40.0,0.00,79
2000-04-14T00:00,-3.9,0.00,0.00,0.02,0.00,19.4,19.4,138,162,37.4,0.00,77,-5.8,0.00,0.00,7.54,0.00,7.6,10.1,155,182,39.2,0.00,34
2000-04-14T01:00,-3.9,0.00,0.00,0.02,0.00,18.0,18.0,144,170,34.2,0.00,67,-6.5,0.00,0.00,7.54,0.00,7.5,10.1,145,174,37.1,0.00,48
2000-04-14T02:00,-3.9,0.00,0.00,0.02,0.00,17.6,17.6,146,168,32.0,0.00,53,-7.2,0.00,0.00,7.54,0.00,7.7,9.9,143,170,34.6,0.00,66
2000-04-14T03:00,-4.4,0.00,0.00,0.02,0.00,19.4,19.4,136,154,35.6,0.00,45,-8.3,0.00,0.00,7.54,0.00,7.7,10.9,143,163,32.4,0.00,70
2000-04-14T04:00,-4.7,0.00,0.00,0.02,0.00,20.5,20.5,130,146,35.6,0.00,88,-8.9,0.00,0.00,7.53,0.00,6.9,11.8,141,160,32.8,0.00,73
2000-04-14T05:00,-4.3,0.00,0.00,0.02,0.00,20.9,20.9,128,140,37.4,0.00,90,-8.9,0.00,0.00,7.53,0.00,5.6,12.2,140,156,32.8,0.00,89
2000-04-14T06:00,-4.1,0.00,0.00,0.02,0.00,20.5,20.5,130,134,37.8,0.00,56,-8.7,0.00,0.00,7.53,0.00,8.4,13.1,137,148,34.2,0.00,92
2000-04-14T07:00,-4.4,0.00,0.00,0.02,0.00,23.8,23.8,134,132,44.3,0.00,65,-8.9,0.00,0.00,7.53,0.00,6.1,14.0,135,145,35.6,0.00,87
2000-04-14T08:00,-4.1,0.00,0.00,0.02,0.00,27.4,27.4,136,132,52.6,746.03,95,-7.6,0.00,0.00,7.53,0.00,6.4,13.7,137,145,36.4,114.61,97
2000-04-14T09:00,-3.1,0.00,0.00,0.00,0.00,29.2,29.2,140,136,58.7,3600.00,66,-6.9,0.07,0.00,7.53,0.00,7.4,14.1,137,142,40.3,2427.81,99
2000-04-14T10:00,-2.0,0.00,0.00,0.00,0.00,28.1,28.1,146,140,58.7,3600.00,88,-3.6,0.07,0.00,7.53,0.00,7.7,13.8,139,141,39.2,3062.24,99
2000-04-14T11:00,-0.8,0.00,0.00,0.00,0.00,27.4,27.4,148,144,58.7,3600.00,89,-2.4,0.07,0.00,7.53,0.00,7.4,12.1,141,143,38.2,3156.49,99
2000-04-14T12:00,0.1,0.00,0.00,0.00,0.00,25.9,25.9,148,146,59.0,3600.00,48,-1.4,0.07,0.00,7.53,0.10,9.2,13.4,141,144,40.0,3600.00,95
2000-04-14T13:00,0.7,0.00,0.00,0.00,0.00,26.6,26.6,146,144,57.6,3600.00,26,-0.5,0.07,0.00,7.53,0.00,9.6,14.5,146,145,40.7,3600.00,96
2000-04-14T14:00,0.9,0.00,0.00,0.00,0.00,27.0,27.0,146,142,59.0,3600.00,16,-0.2,0.07,0.00,7.53,0.00,9.6,14.5,146,145,41.0,3600.00,92
2000-04-14T15:00,0.5,0.00,0.00,0.00,0.00,26.6,26.6,146,144,59.8,3600.00,8,0.1,0.00,0.00,7.53,0.00,9.6,14.5,146,145,41.4,3600.00,76
2000-04-14T16:00,0.1,0.00,0.00,0.00,0.00,28.1,28.1,144,140,60.5,3600.00,90,-0.1,0.00,0.00,7.52,0.00,8.3,13.5,146,146,40.3,3600.00,89
2000-04-14T17:00,-0.6,0.07,0.00,0.00,0.10,29.2,29.2,144,138,61.6,3600.00,87,-0.6,0.00,0.00,7.52,0.00,6.0,12.7,147,145,38.2,3600.00,98
2000-04-14T18:00,-1.8,0.00,0.00,0.00,0.00,29.9,29.9,140,134,63.4,3600.00,38,-1.3,0.00,0.00,7.52,0.00,5.4,12.9,143,144,36.4,3600.00,99
2000-04-14T19:00,-2.7,0.00,0.00,0.00,0.00,29.2,29.2,136,132,61.6,3600.00,42,-1.4,0.00,0.00,7.52,0.00,9.2,13.4,141,144,38.5,3600.00,92
2000-04-14T20:00,-3.7,0.00,0.00,0.00,0.00,28.8,28.8,138,134,59.0,0.00,96,-1.8,0.00,0.00,7.52,0.00,9.4,13.6,140,143,39.6,2548.33,100
2000-04-14T21:00,-3.0,0.07,0.00,0.00,0.10,27.0,27.0,144,138,61.2,0.00,97,-3.0,0.00,0.00,7.52,0.00,9.7,13.8,141,141,43.9,0.00,100
