latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
46.490215,7.7848663,2570.52,7200,Europe/Zurich,GMT+2

time,temperature_2m (°C),snowfall (cm),rain (mm),snow_depth (m),precipitation (mm),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°),wind_gusts_10m (km/h),sunshine_duration (s),cloud_cover (%)
2010-05-23T00:00,-3.5,0.00,0.00,12.48,0.00,5.8,5.8,76,68,12.6,0.00,0
2010-05-23T01:00,-4.9,0.00,0.00,12.48,0.00,4.7,4.7,98,80,9.7,0.00,0
2010-05-23T02:00,-5.8,0.00,0.00,12.48,0.00,5.0,5.0,110,80,6.5,0.00,0
2010-05-23T03:00,-5.8,0.00,0.00,12.48,0.00,5.0,5.0,104,72,6.8,0.00,0
2010-05-23T04:00,-6.5,0.00,0.00,12.48,0.00,5.8,5.8,124,104,6.1,0.00,0
2010-05-23T05:00,-7.0,0.00,0.00,12.48,0.00,6.5,6.5,138,138,6.5,0.00,0
2010-05-23T06:00,-6.7,0.00,0.00,12.48,0.00,5.8,5.8,136,142,6.8,0.00,0
2010-05-23T07:00,-6.9,0.00,0.00,12.48,0.00,6.8,6.8,138,150,6.8,2402.20,1
2010-05-23T08:00,-5.9,0.00,0.00,12.48,0.00,6.8,6.8,142,154,6.8,3600.00,2
2010-05-23T09:00,-3.8,0.00,0.00,12.41,0.00,6.1,6.1,146,170,7.9,3600.00,7
2010-05-23T10:00,-1.5,0.00,0.00,12.41,0.00,2.2,2.2,162,178,5.8,3600.00,9
2010-05-23T11:00,0.8,0.00,0.00,12.41,0.00,1.8,1.8,350,52,2.2,3600.00,6
2010-05-23T12:00,1.5,0.00,0.00,12.40,0.00,7.9,7.9,14,28,13.3,3600.00,10
2010-05-23T13:00,1.6,0.00,0.00,12.39,0.00,9.4,9.4,14,24,15.8,3600.00,32
2010-05-23T14:00,1.9,0.00,0.00,12.38,0.00,11.2,11.2,6,12,19.8,3600.00,98
2010-05-23T15:00,2.1,0.00,0.00,12.36,0.00,13.0,13.0,2,8,23.4,3600.00,98
2010-05-23T16:00,2.1,0.00,0.00,12.34,0.00,13.3,13.3,8,14,24.1,0.00,93
2010-05-23T17:00,2.0,0.00,0.00,12.33,0.00,13.0,13.0,6,12,24.5,0.00,96
2010-05-23T18:00,2.0,0.00,0.00,12.32,0.00,12.2,12.2,8,14,22.7,0.00,91
2010-05-23T19:00,1.7,0.00,0.10,12.32,0.10,11.2,11.2,18,22,22.3,0.00,92
2010-05-23T20:00,1.2,0.00,0.10,12.32,0.10,7.6,7.6,36,44,19.1,0.00,91
2010-05-23T21:00,1.2,0.00,0.00,12.32,0.00,5.4,5.4,50,28,11.9,0.00,20
2010-05-23T22:00,-1.6,0.00,0.00,12.32,0.00,4.7,4.7,48,34,10.8,0.00,0
2010-05-23T23:00,-3.5,0.00,0.00,12.32,0.00,4.3,4.3,74,40,9.0,0.00,0
2010-05-24T00:00,-4.1,0.00,0.00,12.32,0.00,5.4,5.4,116,78,10.8,0.00,1
2010-05-24T01:00,-5.1,0.00,0.00,12.32,0.00,7.6,7.6,140,168,8.6,0.00,2
2010-05-24T02:00,-5.5,0.00,0.00,12.32,0.00,7.6,7.6,146,198,8.6,0.00,2
2010-05-24T03:00,-5.2,0.00,0.00,12.32,0.00,7.9,7.9,150,204,9.0,0.00,0
2010-05-24T04:00,-5.7,0.00,0.00,12.32,0.00,8.3,8.3,152,216,9.0,0.00,0
2010-05-24T05:00,-6.1,0.00,0.00,12.32,0.00,8.3,8.3,154,230,9.4,0.00,0
2010-05-24T06:00,-5.9,0.00,0.00,12.32,0.00,8.6,8.6,152,210,10.1,0.00,0
