latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
46.390194,7.427414,2111.14,7200,Europe/Zurich,GMT+2

time,temperature_2m (°C),snowfall (cm),rain (mm),snow_depth (m),precipitation (mm),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°),wind_gusts_10m (km/h),sunshine_duration (s),cloud_cover (%)
1995-12-11T00:00,-7.9,0.00,0.00,0.24,0.00,9.0,9.0,168,142,11.2,0.00,0
1995-12-11T01:00,-8.0,0.00,0.00,0.24,0.00,11.5,11.5,164,140,17.3,0.00,0
1995-12-11T02:00,-7.7,0.00,0.00,0.24,0.00,10.4,10.4,162,144,18.7,0.00,0
1995-12-11T03:00,-7.8,0.00,0.00,0.24,0.00,11.5,11.5,162,142,19.8,0.00,0
1995-12-11T04:00,-7.9,0.00,0.00,0.24,0.00,11.5,11.5,162,140,19.4,0.00,0
1995-12-11T05:00,-7.9,0.00,0.00,0.24,0.00,10.1,10.1,166,150,19.4,0.00,0
1995-12-11T06:00,-7.4,0.00,0.00,0.24,0.00,10.4,10.4,160,136,17.3,0.00,0
1995-12-11T07:00,-7.7,0.00,0.00,0.24,0.00,10.4,10.4,162,136,17.3,0.00,0
1995-12-11T08:00,-7.8,0.00,0.00,0.24,0.00,10.1,10.1,168,146,18.0,0.00,0
1995-12-11T09:00,-8.0,0.00,0.00,0.24,0.00,7.6,7.6,162,128,15.8,0.00,29
1995-12-11T10:00,-7.9,0.00,0.00,0.24,0.00,5.0,5.0,156,28,7.9,0.00,27
1995-12-11T11:00,-6.4,0.00,0.00,0.24,0.00,5.0,5.0,160,72,5.4,3600.00,29
1995-12-11T12:00,-3.6,0.00,0.00,0.24,0.00,4.7,4.7,168,150,6.1,3600.00,30
1995-12-11T13:00,-1.5,0.00,0.00,0.24,0.00,2.5,2.5,142,52,4.7,3600.00,30
1995-12-11T14:00,0.5,0.00,0.00,0.24,0.00,0.7,0.7,44,24,2.2,3600.00,29
1995-12-11T15:00,0.3,0.00,0.00,0.24,0.00,1.8,1.8,140,130,6.1,3600.00,26
1995-12-11T16:00,-0.2,0.00,0.00,0.24,0.00,1.4,1.4,70,42,2.9,3600.00,30
1995-12-11T17:00,-2.1,0.00,0.00,0.24,0.00,1.4,1.4,18,4,2.2,3600.00,34
1995-12-11T18:00,-5.4,0.00,0.00,0.24,0.00,2.9,2.9,130,76,6.1,0.00,29
1995-12-11T19:00,-6.7,0.00,0.00,0.24,0.00,4.0,4.0,146,26,4.3,0.00,35
1995-12-11T20:00,-7.4,0.00,0.00,0.24,0.00,2.9,2.9,150,2,4.3,0.00,31
1995-12-11T21:00,-7.6,0.00,0.00,0.24,0.00,2.5,2.5,154,354,2.5,0.00,74
1995-12-11T22:00,-7.4,0.00,0.00,0.24,0.00,2.2,2.2,152,354,2.5,0.00,88
1995-12-11T23:00,-7.0,0.00,0.00,0.24,0.00,2.5,2.5,162,358,2.9,0.00,90
1995-12-12T00:00,-6.1,0.00,0.00,0.24,0.00,5.4,5.4,170,158,5.8,0.00,48
1995-12-12T01:00,-6.6,0.00,0.00,0.24,0.00,1.8,1.8,142,358,5.4,0.00,36
1995-12-12T02:00,-7.2,0.00,0.00,0.24,0.00,1.4,1.4,160,0,1.8,0.00,13
1995-12-12T03:00,-7.7,0.00,0.00,0.24,0.00,6.8,6.8,164,148,7.6,0.00,8
1995-12-12T04:00,-7.7,0.00,0.00,0.24,0.00,3.6,3.6,152,16,7.2,0.00,8
1995-12-12T05:00,-7.8,0.00,0.00,0.24,0.00,0.7,0.7,180,16,4.0,0.00,9
1995-12-12T06:00,-7.5,0.00,0.00,0.24,0.00,1.1,1.1,184,20,2.9,0.00,5
1995-12-12T07:00,-7.9,0.00,0.00,0.24,0.00,1.4,1.4,34,48,4.7,0.00,5
1995-12-12T08:00,-7.7,0.00,0.00,0.24,0.00,8.6,8.6,42,50,20.5,0.00,23
1995-12-12T09:00,-7.2,0.00,0.00,0.23,0.00,5.8,5.8,84,58,22.3,0.00,26
1995-12-12T10:00,-7.2,0.00,0.00,0.23,0.00,6.5,6.5,42,50,15.8,0.00,27
1995-12-12T11:00,-6.0,0.00,0.00,0.23,0.00,2.2,2.2,88,46,15.1,3600.00,28
1995-12-12T12:00,-4.2,0.00,0.00,0.23,0.00,5.8,5.8,48,46,19.4,3600.00,5
1995-12-12T13:00,-2.3,0.00,0.00,0.23,0.00,5.4,5.4,28,36,13.7,3600.00,0
1995-12-12T14:00,-2.3,0.00,0.00,0.23,0.00,15.1,15.1,356,10,30.6,3600.00,0
1995-12-12T15:00,-4.3,0.00,0.00,0.22,0.00,11.9,11.9,6,22,33.8,3600.00,0
1995-12-12T16:00,-4.5,0.00,0.00,0.22,0.00,13.7,13.7,2,18,28.1,3600.00,0
1995-12-12T17:00,-6.1,0.00,0.00,0.22,0.00,14.4,14.4,358,18,29.9,3600.00,3
1995-12-12T18:00,-9.0,0.00,0.00,0.22,0.00,7.9,7.9,40,44,26.6,0.00,0
1995-12-12T19:00,-9.8,0.00,0.00,0.22,0.00,9.7,9.7,352,24,19.4,0.00,0
1995-12-12T20:00,-10.9,0.00,0.00,0.22,0.00,11.2,11.2,0,26,23.4,0.00,0
1995-12-12T21:00,-11.0,0.00,0.00,0.22,0.00,13.0,13.0,8,28,29.5,0.00,0
1995-12-12T22:00,-11.6,0.00,0.00,0.22,0.00,12.6,12.6,14,30,27.7,0.00,0
1995-12-12T23:00,-12.2,0.00,0.00,0.22,0.00,12.6,12.6,16,32,28.4,0.00,0
1995-12-13T00:00,-13.4,0.00,0.00,0.22,0.00,14.8,14.8,20,30,31.3,0.00,12
1995-12-13T01:00,-14.3,0.00,0.00,0.22,0.00,16.9,16.9,10,24,36.0,0.00,90
1995-12-13T02:00,-13.9,0.07,0.00,0.23,0.10,16.9,16.9,18,30,38.5,0.00,90
1995-12-13T03:00,-13.7,0.07,0.00,0.23,0.10,20.5,20.5,14,28,45.7,0.00,90
1995-12-13T04:00,-14.1,0.07,0.00,0.23,0.10,19.4,19.4,18,30,46.1,0.00,90
1995-12-13T05:00,-14.1,0.14,0.00,0.23,0.20,21.2,21.2,20,32,48.2,0.00,90
1995-12-13T06:00,-14.0,0.07,0.00,0.23,0.10,18.0,18.0,22,34,47.5,0.00,90
1995-12-13T07:00,-14.3,0.07,0.00,0.23,0.10,20.2,20.2,14,26,43.9,0.00,90
1995-12-13T08:00,-14.5,0.14,0.00,0.23,0.20,21.2,21.2,14,26,47.2,0.00,90
1995-12-13T09:00,-14.9,0.07,0.00,0.23,0.10,19.1,19.1,20,32,44.6,0.00,90
1995-12-13T10:00,-15.1,0.07,0.00,0.23,0.10,21.2,21.2,16,30,47.9,0.00,90
1995-12-13T11:00,-15.0,0.07,0.00,0.23,0.10,20.2,20.2,18,32,48.6,0.00,97
1995-12-13T12:00,-14.1,0.07,0.00,0.23,0.10,18.4,18.4,30,42,46.8,0.00,90
1995-12-13T13:00,-13.6,0.07,0.00,0.24,0.10,19.4,19.4,28,40,46.1,377.94,92
1995-12-13T14:00,-13.2,0.07,0.00,0.24,0.10,18.0,18.0,28,42,46.1,2510.95,90
1995-12-13T15:00,-13.6,0.07,0.00,0.24,0.10,22.0,22.0,24,36,50.0,3600.00,90
1995-12-13T16:00,-13.7,0.07,0.00,0.24,0.10,21.2,21.2,22,36,51.1,198.13,95
1995-12-13T17:00,-13.9,0.07,0.00,0.24,0.10,19.8,19.8,24,36,49.0,0.00,100
1995-12-13T18:00,-14.4,0.07,0.00,0.24,0.10,20.5,20.5,24,38,49.0,0.00,100
1995-12-13T19:00,-14.3,0.14,0.00,0.24,0.20,18.7,18.7,26,40,47.5,0.00,100
1995-12-13T20:00,-13.9,0.07,0.10,0.24,0.20,15.5,15.5,32,46,44.3,0.00,97
1995-12-13T21:00,-13.7,0.00,0.00,0.24,0.00,13.3,13.3,34,48,36.4,0.00,96
1995-12-13T22:00,-14.1,0.00,0.00,0.24,0.00,14.4,14.4,32,46,33.8,0.00,100
1995-12-13T23:00,-13.7,0.00,0.00,0.24,0.00,11.9,11.9,44,58,33.5,0.00,76
1995-12-14T00:00,-12.6,0.07,0.00,0.24,0.10,9.0,9.0,36,56,29.5,0.00,61
1995-12-14T01:00,-13.1,0.07,0.00,0.24,0.10,10.8,10.8,32,52,24.5,0.00,34
1995-12-14T02:00,-13.8,0.00,0.00,0.24,0.00,9.4,9.4,40,58,24.1,0.00,35
1995-12-14T03:00,-13.3,0.00,0.00,0.24,0.00,10.4,10.4,20,42,22.3,0.00,31
1995-12-14T04:00,-14.2,0.00,0.00,0.24,0.00,10.8,10.8,26,46,23.8,0.00,70
1995-12-14T05:00,-14.2,0.00,0.00,0.24,0.00,7.6,7.6,28,44,23.0,0.00,64
1995-12-14T06:00,-12.4,0.00,0.00,0.24,0.00,1.8,1.8,54,88,14.0,0.00,29
1995-12-14T07:00,-13.5,0.00,0.00,0.24,0.00,4.3,4.3,2,28,7.2,0.00,3
1995-12-14T08:00,-14.5,0.00,0.00,0.24,0.00,2.5,2.5,42,48,8.6,0.00,16
1995-12-14T09:00,-14.5,0.00,0.00,0.24,0.00,5.8,5.8,172,194,6.1,0.00,26
1995-12-14T10:00,-13.9,0.00,0.00,0.24,0.00,5.8,5.8,178,204,6.5,332.84,34
1995-12-14T11:00,-12.2,0.00,0.00,0.24,0.00,4.3,4.3,186,208,5.8,3600.00,80
1995-12-14T12:00,-9.8,0.00,0.00,0.24,0.00,3.2,3.2,184,198,6.1,1870.36,64
1995-12-14T13:00,-8.1,0.00,0.00,0.24,0.00,5.8,5.8,178,172,12.2,0.00,60
1995-12-14T14:00,-7.2,0.00,0.00,0.24,0.00,5.0,5.0,176,160,13.0,880.45,60
1995-12-14T15:00,-7.6,0.00,0.00,0.24,0.00,2.9,2.9,182,156,12.2,3600.00,60
1995-12-14T16:00,-7.7,0.00,0.00,0.24,0.00,5.4,5.4,186,170,13.3,0.00,60
1995-12-14T17:00,-8.2,0.00,0.00,0.24,0.00,6.1,6.1,162,148,13.7,0.00,60
1995-12-14T18:00,-9.9,0.00,0.00,0.24,0.00,11.9,11.9,150,136,27.4,0.00,60
1995-12-14T19:00,-10.3,0.00,0.00,0.24,0.00,14.0,14.0,148,134,30.6,0.00,60
1995-12-14T20:00,-10.3,0.00,0.00,0.24,0.00,16.6,16.6,146,134,34.9,0.00,60
1995-12-14T21:00,-10.5,0.00,0.00,0.24,0.00,18.7,18.7,138,126,40.0,0.00,26
1995-12-14T22:00,-10.8,0.00,0.00,0.24,0.00,21.6,21.6,136,124,45.7,0.00,26
1995-12-14T23:00,-11.0,0.00,0.00,0.24,0.00,25.2,25.2,140,126,52.2,0.00,0
1995-12-15T00:00,-10.2,0.00,0.00,0.24,0.00,27.4,27.4,136,124,57.2,0.00,48
1995-12-15T01:00,-9.8,0.00,0.00,0.24,0.00,32.0,32.0,136,124,67.3,0.00,52
1995-12-15T02:00,-9.5,0.00,0.00,0.24,0.00,31.7,31.7,136,126,68.0,0.00,60
1995-12-15T03:00,-9.7,0.00,0.00,0.24,0.00,29.2,29.2,138,126,65.2,0.00,31
1995-12-15T04:00,-9.7,0.00,0.00,0.24,0.00,32.8,32.8,138,128,68.8,0.00,33
1995-12-15T05:00,-9.3,0.00,0.00,0.24,0.00,33.1,33.1,136,126,69.8,0.00,21
1995-12-15T06:00,-10.1,0.00,0.00,0.24,0.00,32.4,32.4,138,128,72.4,0.00,2
1995-12-15T07:00,-9.7,0.00,0.00,0.24,0.00,34.2,34.2,140,130,72.0,0.00,0
1995-12-15T08:00,-9.2,0.00,0.00,0.24,0.00,32.8,32.8,138,128,72.0,0.00,2
1995-12-15T09:00,-9.1,0.00,0.00,0.24,0.00,33.5,33.5,140,128,70.6,0.00,0
1995-12-15T10:00,-8.5,0.00,0.00,0.24,0.00,34.9,34.9,136,124,72.7,513.30,8
1995-12-15T11:00,-7.5,0.00,0.00,0.24,0.00,32.4,32.4,136,124,72.4,3600.00,23
1995-12-15T12:00,-6.4,0.00,0.00,0.24,0.00,34.2,34.2,140,126,73.8,3600.00,20
1995-12-15T13:00,-5.3,0.00,0.00,0.24,0.00,34.9,34.9,140,128,74.5,3600.00,48
1995-12-15T14:00,-4.4,0.00,0.00,0.24,0.00,32.8,32.8,140,128,72.4,3600.00,30
1995-12-15T15:00,-4.8,0.00,0.00,0.24,0.00,33.8,33.8,140,128,73.8,3600.00,40
1995-12-15T16:00,-4.8,0.00,0.00,0.24,0.00,36.0,36.0,138,126,75.2,3600.00,62
1995-12-15T17:00,-4.7,0.07,0.00,0.24,0.10,32.4,32.4,136,124,74.5,0.00,60
1995-12-15T18:00,-5.8,0.00,0.00,0.24,0.00,31.7,31.7,138,124,68.8,0.00,26
1995-12-15T19:00,-5.5,0.00,0.00,0.24,0.00,34.2,34.2,138,124,71.6,0.00,28
1995-12-15T20:00,-4.8,0.00,0.00,0.24,0.00,36.0,36.0,138,124,74.5,0.00,34
1995-12-15T21:00,-4.6,0.00,0.00,0.24,0.00,34.6,34.6,142,126,74.9,0.00,64
1995-12-15T22:00,-4.0,0.00,0.00,0.23,0.00,34.9,34.9,140,124,72.0,0.00,33
1995-12-15T23:00,-3.5,0.00,0.00,0.23,0.00,36.7,36.7,138,124,76.0,0.00,44
1995-12-16T00:00,-3.7,0.00,0.00,0.23,0.00,37.1,37.1,142,126,79.6,0.00,82
1995-12-16T01:00,-2.7,0.00,0.00,0.23,0.00,38.2,38.2,138,122,78.1,0.00,90
1995-12-16T02:00,-2.0,0.00,0.00,0.23,0.00,38.5,38.5,138,122,79.6,0.00,90
1995-12-16T03:00,-2.9,0.00,0.00,0.23,0.00,36.4,36.4,140,124,80.6,0.00,90
1995-12-16T04:00,-2.1,0.00,0.00,0.23,0.00,36.0,36.0,136,120,74.2,0.00,88
1995-12-16T05:00,-1.7,0.00,0.00,0.23,0.00,36.0,36.0,136,122,73.8,0.00,50
1995-12-16T06:00,-2.6,0.00,0.00,0.23,0.00,34.6,34.6,138,122,76.0,0.00,46
1995-12-16T07:00,-2.1,0.00,0.00,0.23,0.00,34.2,34.2,134,118,70.9,0.00,37
1995-12-16T08:00,-1.7,0.00,0.00,0.23,0.00,35.6,35.6,136,120,72.7,0.00,28
1995-12-16T09:00,-1.8,0.00,0.00,0.23,0.00,36.4,36.4,136,122,76.3,0.00,48
1995-12-16T10:00,-1.2,0.00,0.00,0.23,0.00,34.2,34.2,136,122,72.7,0.00,24
1995-12-16T11:00,-0.6,0.00,0.00,0.23,0.00,33.5,33.5,138,124,68.4,3600.00,35
1995-12-16T12:00,-0.3,0.00,0.00,0.23,0.00,32.0,32.0,142,128,66.2,2922.71,35
1995-12-16T13:00,0.4,0.00,0.00,0.23,0.00,32.0,32.0,142,128,63.7,3600.00,30
1995-12-16T14:00,0.8,0.00,0.00,0.23,0.00,31.7,31.7,140,126,63.4,3600.00,30
1995-12-16T15:00,0.6,0.00,0.00,0.22,0.00,31.7,31.7,140,124,63.7,3600.00,25
1995-12-16T16:00,0.5,0.00,0.00,0.22,0.00,31.7,31.7,140,124,63.0,3600.00,37
1995-12-16T17:00,-0.2,0.00,0.00,0.22,0.00,33.1,33.1,138,122,65.5,372.38,40
1995-12-16T18:00,-1.0,0.00,0.00,0.22,0.00,33.8,33.8,140,124,67.3,0.00,33
1995-12-16T19:00,-1.2,0.00,0.00,0.22,0.00,33.1,33.1,140,122,65.9,0.00,35
1995-12-16T20:00,-1.2,0.00,0.00,0.22,0.00,32.0,32.0,140,122,63.7,0.00,40
1995-12-16T21:00,-1.0,0.00,0.00,0.22,0.00,29.2,29.2,138,122,60.5,0.00,51
1995-12-16T22:00,-1.1,0.00,0.00,0.22,0.00,27.4,27.4,138,122,56.5,0.00,44
1995-12-16T23:00,-1.2,0.00,0.00,0.22,0.00,26.3,26.3,140,122,52.6,0.00,44
1995-12-17T00:00,-1.1,0.00,0.00,0.22,0.00,25.9,25.9,138,122,51.5,0.00,52
1995-12-17T01:00,-1.0,0.00,0.00,0.22,0.00,24.8,24.8,140,124,50.4,0.00,47
1995-12-17T02:00,-1.0,0.00,0.00,0.22,0.00,24.5,24.5,142,124,47.9,0.00,56
1995-12-17T03:00,-1.2,0.00,0.00,0.22,0.00,23.4,23.4,138,120,49.7,0.00,44
1995-12-17T04:00,-1.4,0.00,0.00,0.22,0.00,23.0,23.0,140,122,45.4,0.00,61
1995-12-17T05:00,-1.3,0.00,0.00,0.22,0.00,21.6,21.6,142,124,43.2,0.00,81
1995-12-17T06:00,-1.3,0.00,0.00,0.22,0.00,20.5,20.5,138,120,42.8,0.00,79
1995-12-17T07:00,-1.3,0.00,0.00,0.22,0.00,19.4,19.4,142,124,39.6,0.00,89
1995-12-17T08:00,-1.3,0.00,0.00,0.22,0.00,19.1,19.1,144,126,36.4,0.00,90
1995-12-17T09:00,-1.2,0.00,0.00,0.22,0.00,17.6,17.6,140,122,36.4,0.00,90
1995-12-17T10:00,-1.1,0.00,0.00,0.22,0.00,16.2,16.2,142,124,33.5,0.00,90
1995-12-17T11:00,-1.0,0.00,0.00,0.22,0.00,14.0,14.0,144,126,29.5,0.00,90
1995-12-17T12:00,-0.2,0.00,0.00,0.22,0.00,11.2,11.2,142,128,27.0,460.03,14
1995-12-17T13:00,0.9,0.00,0.00,0.22,0.00,6.5,6.5,146,132,20.2,3600.00,8
1995-12-17T14:00,1.1,0.00,0.00,0.21,0.00,3.6,3.6,148,140,13.0,3600.00,23
1995-12-17T15:00,0.5,0.00,0.00,0.21,0.00,2.9,2.9,134,128,9.4,3600.00,41
1995-12-17T16:00,0.3,0.00,0.00,0.21,0.00,1.1,1.1,22,62,7.6,3600.00,64
1995-12-17T17:00,-1.1,0.00,0.00,0.21,0.00,1.4,1.4,320,336,2.9,0.00,87
1995-12-17T18:00,-3.2,0.00,0.00,0.21,0.00,5.4,5.4,176,144,5.8,0.00,90
1995-12-17T19:00,-3.4,0.00,0.00,0.21,0.00,5.0,5.0,168,134,6.5,0.00,90
1995-12-17T20:00,-3.6,0.00,0.00,0.21,0.00,4.0,4.0,172,126,6.1,0.00,90
1995-12-17T21:00,-3.3,0.00,0.00,0.21,0.00,3.6,3.6,168,110,5.0,0.00,90
1995-12-17T22:00,-3.4,0.00,0.00,0.21,0.00,3.2,3.2,184,170,3.6,0.00,100
1995-12-17T23:00,-3.5,0.00,0.00,0.21,0.00,4.3,4.3,174,188,4.7,0.00,100
1995-12-18T00:00,-3.1,0.14,0.00,0.21,0.20,3.6,3.6,150,134,7.2,0.00,100
1995-12-18T01:00,-3.2,0.49,0.00,0.22,0.70,3.6,3.6,176,172,4.3,0.00,100
1995-12-18T02:00,-3.3,0.70,0.00,0.23,1.00,5.0,5.0,170,186,7.6,0.00,100
1995-12-18T03:00,-2.8,1.68,0.00,0.25,2.40,6.8,6.8,164,182,12.6,0.00,100
1995-12-18T04:00,-2.9,1.82,0.00,0.27,2.60,4.7,4.7,164,204,12.2,0.00,100
1995-12-18T05:00,-2.9,2.24,0.00,0.30,3.20,2.9,2.9,214,252,7.6,0.00,100
1995-12-18T06:00,-2.4,1.89,0.00,0.33,2.70,2.5,2.5,200,238,9.7,0.00,100
1995-12-18T07:00,-2.6,1.89,0.00,0.35,2.70,1.8,1.8,320,278,5.0,0.00,100
1995-12-18T08:00,-2.8,1.54,0.00,0.37,2.20,4.3,4.3,316,290,9.4,0.00,100
1995-12-18T09:00,-3.9,1.40,0.00,0.36,2.00,7.6,7.6,322,306,16.6,0.00,100
1995-12-18T10:00,-4.5,0.70,0.00,0.37,1.00,8.3,8.3,322,304,17.6,0.00,100
1995-12-18T11:00,-4.9,0.28,0.00,0.37,0.40,6.1,6.1,326,310,17.6,0.00,100
1995-12-18T12:00,-5.1,0.07,0.00,0.37,0.10,5.8,5.8,336,328,12.2,0.00,84
1995-12-18T13:00,-5.2,0.00,0.00,0.37,0.00,6.5,6.5,346,340,13.7,0.00,86
1995-12-18T14:00,-5.1,0.00,0.00,0.37,0.00,7.6,7.6,336,324,14.4,0.00,64
1995-12-18T15:00,-4.7,0.00,0.00,0.37,0.00,7.9,7.9,344,340,15.1,0.00,64
1995-12-18T16:00,-5.3,0.00,0.00,0.37,0.00,9.4,9.4,344,338,17.3,0.00,88
1995-12-18T17:00,-6.1,0.00,0.00,0.37,0.00,9.0,9.0,340,334,18.4,0.00,100
1995-12-18T18:00,-6.7,0.00,0.00,0.37,0.00,4.0,4.0,12,8,14.4,0.00,45
1995-12-18T19:00,-7.6,0.00,0.00,0.37,0.00,4.0,4.0,18,356,7.6,0.00,41
1995-12-18T20:00,-8.2,0.00,0.00,0.37,0.00,4.3,4.3,18,6,9.7,0.00,59
1995-12-18T21:00,-7.5,0.00,0.00,0.37,0.00,5.8,5.8,20,10,12.2,0.00,69
1995-12-18T22:00,-8.3,0.00,0.00,0.37,0.00,5.0,5.0,22,14,11.9,0.00,53
1995-12-18T23:00,-9.0,0.00,0.00,0.37,0.00,3.6,3.6,36,26,9.4,0.00,38
1995-12-19T00:00,-8.5,0.00,0.00,0.37,0.00,4.3,4.3,42,42,9.4,0.00,26
1995-12-19T01:00,-9.0,0.00,0.00,0.37,0.00,4.0,4.0,50,52,10.4,0.00,47
1995-12-19T02:00,-9.1,0.00,0.00,0.37,0.00,3.6,3.6,68,56,9.4,0.00,63
1995-12-19T03:00,-8.2,0.00,0.00,0.37,0.00,6.8,6.8,20,34,15.5,0.00,64
1995-12-19T04:00,-8.5,0.00,0.00,0.37,0.00,5.8,5.8,42,44,15.8,0.00,49
1995-12-19T05:00,-9.0,0.00,0.00,0.37,0.00,5.8,5.8,92,66,13.3,0.00,10
1995-12-19T06:00,-8.3,0.00,0.00,0.37,0.00,3.2,3.2,36,48,8.3,0.00,26
1995-12-19T07:00,-9.0,0.00,0.00,0.37,0.00,4.7,4.7,50,50,13.0,0.00,0
