latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
46.390194,7.427414,2171.14,7200,Europe/Zurich,GMT+2

time,temperature_2m_cerra (°C),snowfall_cerra (cm),rain_cerra (mm),snow_depth_cerra (m),precipitation_cerra (mm),wind_speed_10m_cerra (km/h),wind_speed_100m_cerra (km/h),wind_direction_10m_cerra (°),wind_direction_100m_cerra (°),wind_gusts_10m_cerra (km/h),sunshine_duration_cerra (s),cloud_cover_cerra (%),temperature_2m_archive_best_match (°C),snowfall_archive_best_match (cm),rain_archive_best_match (mm),snow_depth_archive_best_match (m),precipitation_archive_best_match (mm),wind_speed_10m_archive_best_match (km/h),wind_speed_100m_archive_best_match (km/h),wind_direction_10m_archive_best_match (°),wind_direction_100m_archive_best_match (°),wind_gusts_10m_archive_best_match (km/h),sunshine_duration_archive_best_match (s),cloud_cover_archive_best_match (%)
2005-01-09T00:00,-8.0,0.00,0.00,0.88,0.00,10.8,10.8,222,238,25.2,0.00,11,-7.5,0.00,0.00,0.93,0.00,5.5,7.8,157,214,36.4,0.00,11
2005-01-09T01:00,-8.3,0.00,0.00,0.88,0.00,9.7,9.7,242,250,22.0,0.00,22,-7.5,0.00,0.00,0.93,0.00,5.2,7.4,155,219,36.7,0.00,48
2005-01-09T02:00,-8.0,0.00,0.00,0.88,0.00,10.1,10.1,250,256,21.6,0.00,48,-7.3,0.00,0.00,0.92,0.00,4.5,6.9,151,242,36.7,0.00,78
2005-01-09T03:00,-8.1,0.00,0.00,0.88,0.00,9.4,9.4,232,248,24.8,0.00,51,-7.2,0.00,0.00,0.92,0.00,3.7,6.2,151,260,36.0,0.00,87
2005-01-09T04:00,-7.3,0.00,0.00,0.88,0.00,11.2,11.2,220,238,22.7,0.00,29,-7.4,0.00,0.00,0.92,0.00,3.5,6.1,156,270,35.3,0.00,88
2005-01-09T05:00,-7.1,0.00,0.00,0.88,0.00,11.5,11.5,212,232,22.7,0.00,20,-7.5,0.00,0.00,0.92,0.00,4.0,5.4,153,250,35.3,0.00,84
2005-01-09T06:00,-7.2,0.00,0.00,0.88,0.00,8.6,8.6,224,242,20.9,0.00,21,-7.8,0.00,0.00,0.92,0.00,4.0,5.8,153,240,34.9,0.00,96
2005-01-09T07:00,-7.6,0.00,0.00,0.88,0.00,8.6,8.6,240,254,17.3,0.00,26,-8.1,0.00,0.00,0.92,0.00,3.5,5.7,156,252,33.5,0.00,86
2005-01-09T08:00,-7.9,0.00,0.00,0.88,0.00,8.3,8.3,238,254,17.3,0.00,37,-8.4,0.00,0.00,0.92,0.00,3.9,6.0,158,253,32.0,0.00,87
2005-01-09T09:00,-7.4,0.00,0.00,0.88,0.00,9.0,9.0,230,246,18.7,0.00,36,-8.2,0.00,0.00,0.92,0.00,4.3,6.1,156,242,31.3,0.00,95
