latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
46.71142,10.376999,2797.18,7200,Europe/Zurich,GMT+2

time,temperature_2m_cerra (°C),snowfall_cerra (cm),rain_cerra (mm),snow_depth_cerra (m),precipitation_cerra (mm),wind_speed_10m_cerra (km/h),wind_speed_100m_cerra (km/h),wind_direction_10m_cerra (°),wind_direction_100m_cerra (°),wind_gusts_10m_cerra (km/h),sunshine_duration_cerra (s),cloud_cover_cerra (%),temperature_2m_archive_best_match (°C),snowfall_archive_best_match (cm),rain_archive_best_match (mm),snow_depth_archive_best_match (m),precipitation_archive_best_match (mm),wind_speed_10m_archive_best_match (km/h),wind_speed_100m_archive_best_match (km/h),wind_direction_10m_archive_best_match (°),wind_direction_100m_archive_best_match (°),wind_gusts_10m_archive_best_match (km/h),sunshine_duration_archive_best_match (s),cloud_cover_archive_best_match (%)
1999-04-06T00:00,-10.1,0.00,0.00,1.71,0.00,6.1,6.1,284,296,8.6,0.00,48,-6.2,0.00,0.00,1.73,0.00,5.4,7.7,340,319,27.0,0.00,26
1999-04-06T01:00,-10.1,0.00,0.00,1.71,0.00,7.2,7.2,278,290,11.9,0.00,30,-6.5,0.00,0.00,1.73,0.00,5.2,7.7,344,323,25.9,0.00,13
1999-04-06T02:00,-10.3,0.00,0.00,1.71,0.00,7.2,7.2,272,288,13.3,0.00,32,-6.9,0.00,0.00,1.73,0.00,5.2,7.5,344,325,24.5,0.00,11
1999-04-06T03:00,-10.8,0.00,0.00,1.71,0.00,6.1,6.1,282,300,11.5,0.00,21,-7.3,0.00,0.00,1.73,0.00,4.8,7.2,347,323,23.4,0.00,6
1999-04-06T04:00,-11.0,0.00,0.00,1.71,0.00,5.4,5.4,282,308,7.2,0.00,31,-7.7,0.00,0.00,1.73,0.00,4.4,6.9,351,321,22.7,0.00,11
1999-04-06T05:00,-10.9,0.00,0.00,1.71,0.00,6.1,6.1,282,300,10.1,0.00,36,-8.0,0.00,0.00,1.73,0.00,4.4,6.6,351,319,22.7,0.00,24
1999-04-06T06:00,-11.1,0.00,0.00,1.71,0.00,6.1,6.1,286,296,9.4,0.00,42,-8.2,0.00,0.00,1.73,0.00,4.4,6.6,351,315,21.6,0.00,51
1999-04-06T07:00,-11.2,0.00,0.00,1.71,0.00,6.5,6.5,282,290,9.7,0.00,74,-8.4,0.00,0.00,1.73,0.00,4.0,6.1,355,315,21.2,0.00,79
1999-04-06T08:00,-10.4,0.00,0.00,1.71,0.00,5.8,5.8,276,280,9.7,0.00,73,-8.2,0.00,0.00,1.73,0.00,3.6,5.6,360,310,19.8,2428.68,98
1999-04-06T09:00,-8.4,0.00,0.00,1.70,0.00,4.3,4.3,270,272,7.9,3600.00,41,-6.8,0.00,0.00,1.73,0.00,2.2,4.4,351,305,18.0,3600.00,99
1999-04-06T10:00,-5.4,0.00,0.00,1.70,0.00,2.2,2.2,226,244,5.8,3600.00,28,-3.3,0.00,0.00,1.72,0.00,2.5,4.9,315,287,16.6,3600.00,21
1999-04-06T11:00,-2.1,0.00,0.00,1.70,0.00,3.6,3.6,212,224,7.6,3600.00,31,-0.4,0.00,0.00,1.72,0.00,3.6,4.3,270,275,17.6,3600.00,0
1999-04-06T12:00,-0.2,0.00,0.00,1.70,0.00,4.0,4.0,218,220,7.9,3600.00,43,-0.2,0.00,0.00,1.72,0.00,3.7,4.5,281,284,19.1,3600.00,0
1999-04-06T13:00,0.9,0.00,0.00,1.69,0.00,5.4,5.4,244,246,10.4,3600.00,25,-0.0,0.00,0.00,1.72,0.00,4.3,5.1,265,274,20.5,3600.00,0
1999-04-06T14:00,1.4,0.00,0.00,1.68,0.00,8.3,8.3,268,266,15.1,3600.00,18,1.7,0.00,0.00,1.72,0.00,4.4,5.4,261,266,21.6,3600.00,0
1999-04-06T15:00,1.5,0.00,0.00,1.68,0.00,9.7,9.7,288,284,18.0,3600.00,26,0.4,0.00,0.00,1.72,0.00,4.7,5.6,247,255,22.0,3600.00,0
1999-04-06T16:00,1.5,0.00,0.00,1.67,0.00,10.4,10.4,292,286,19.4,3600.00,24,0.5,0.00,0.00,1.72,0.00,4.9,5.9,253,259,23.0,3600.00,0
1999-04-06T17:00,1.3,0.00,0.00,1.67,0.00,10.8,10.8,290,286,20.9,3600.00,27,0.8,0.00,0.00,1.72,0.00,4.8,6.1,257,267,23.8,3600.00,0
1999-04-06T18:00,0.3,0.00,0.00,1.67,0.00,11.5,11.5,292,288,22.7,3600.00,31,1.4,0.00,0.00,1.72,0.00,4.2,5.9,250,259,24.1,3600.00,0
1999-04-06T19:00,-2.1,0.00,0.00,1.67,0.00,9.0,9.0,282,278,22.3,3600.00,26,0.8,0.00,0.00,1.72,0.00,4.6,6.6,252,261,22.7,3600.00,2
1999-04-06T20:00,-4.6,0.00,0.00,1.67,0.00,5.0,5.0,276,272,17.6,54.14,26,-0.5,0.00,0.00,1.72,0.00,4.3,6.5,270,267,23.8,1072.18,0
