latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
46.58681,8.718445,2449.35,7200,Europe/Zurich,GMT+2

time,temperature_2m_cerra (°C),snowfall_cerra (cm),rain_cerra (mm),snow_depth_cerra (m),precipitation_cerra (mm),wind_speed_10m_cerra (km/h),wind_speed_100m_cerra (km/h),wind_direction_10m_cerra (°),wind_direction_100m_cerra (°),wind_gusts_10m_cerra (km/h),sunshine_duration_cerra (s),cloud_cover_cerra (%),temperature_2m_archive_best_match (°C),snowfall_archive_best_match (cm),rain_archive_best_match (mm),snow_depth_archive_best_match (m),precipitation_archive_best_match (mm),wind_speed_10m_archive_best_match (km/h),wind_speed_100m_archive_best_match (km/h),wind_direction_10m_archive_best_match (°),wind_direction_100m_archive_best_match (°),wind_gusts_10m_archive_best_match (km/h),sunshine_duration_archive_best_match (s),cloud_cover_archive_best_match (%)
1997-12-21T00:00,-6.5,0.07,0.00,2.17,0.10,6.5,6.5,358,332,11.2,0.00,100,-5.2,0.56,0.00,10.78,0.80,5.0,9.2,300,301,32.4,0.00,100
1997-12-21T01:00,-7.7,0.00,0.00,2.17,0.00,7.9,7.9,352,334,14.4,0.00,71,-5.4,0.49,0.00,10.78,0.70,4.9,9.2,306,301,31.3,0.00,100
1997-12-21T02:00,-8.5,0.00,0.00,2.17,0.00,6.8,6.8,350,332,14.4,0.00,94,-5.5,0.42,0.00,10.78,0.60,4.5,8.9,299,302,30.2,0.00,100
1997-12-21T03:00,-7.5,0.00,0.00,2.17,0.00,6.5,6.5,350,324,12.6,0.00,100,-5.8,0.35,0.00,10.78,0.50,4.2,8.9,301,302,29.5,0.00,100
1997-12-21T04:00,-7.5,0.00,0.00,2.17,0.00,6.1,6.1,352,324,10.4,0.00,100,-5.7,0.28,0.00,10.77,0.40,5.2,8.7,295,300,29.2,0.00,100
1997-12-21T05:00,-7.6,0.00,0.00,2.17,0.00,6.1,6.1,354,326,11.2,0.00,100,-5.7,0.28,0.00,10.77,0.40,5.0,9.0,300,299,28.8,0.00,100
1997-12-21T06:00,-7.3,0.07,0.00,2.18,0.10,4.0,4.0,2,326,8.3,0.00,100,-5.8,0.21,0.00,10.77,0.30,5.5,9.0,302,299,28.8,0.00,100
1997-12-21T07:00,-7.4,0.07,0.00,2.18,0.10,3.6,3.6,360,326,4.3,0.00,100,-5.8,0.21,0.00,10.77,0.30,5.5,9.0,302,299,29.5,0.00,100
1997-12-21T08:00,-7.6,0.07,0.00,2.18,0.10,5.0,5.0,2,338,7.9,0.00,100,-5.8,0.21,0.00,10.77,0.30,5.3,9.2,298,296,30.2,0.00,100
1997-12-21T09:00,-7.8,0.07,0.00,2.18,0.10,3.6,3.6,8,332,6.8,0.00,100,-5.7,0.21,0.00,10.77,0.30,5.2,8.9,295,291,31.7,0.00,100
1997-12-21T10:00,-8.0,0.14,0.00,2.18,0.20,2.2,2.2,16,322,3.6,0.00,100,-5.7,0.14,0.00,10.77,0.20,5.0,9.1,291,288,31.0,0.00,100
1997-12-21T11:00,-8.0,0.14,0.00,2.18,0.20,0.4,0.4,136,238,2.2,0.00,100,-5.4,0.21,0.00,10.76,0.30,5.2,8.5,282,282,31.3,0.00,100
1997-12-21T12:00,-7.9,0.21,0.00,2.18,0.30,2.5,2.5,188,242,2.5,0.00,100,-5.0,0.28,0.00,10.76,0.40,6.3,9.6,283,283,32.4,0.00,100
1997-12-21T13:00,-7.7,0.21,0.00,2.19,0.30,3.6,3.6,210,258,7.9,0.00,100,-4.7,0.35,0.00,10.76,0.50,6.2,9.4,277,277,33.8,0.00,100
1997-12-21T14:00,-7.4,0.28,0.00,2.19,0.40,5.8,5.8,230,252,11.5,0.00,100,-4.5,0.42,0.00,10.76,0.60,6.2,9.4,280,277,35.6,0.00,100
