latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
46.095184,7.715332,3001.38,7200,Europe/Zurich,GMT+2

time,temperature_2m (°C),snowfall (cm),rain (mm),snow_depth (m),precipitation (mm),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°),wind_gusts_10m (km/h),sunshine_duration (s),cloud_cover (%)
2010-03-24T00:00,-10.8,0.00,0.00,4.20,0.00,11.5,11.5,216,206,20.9,0.00,15
2010-03-24T01:00,-11.4,0.00,0.00,4.20,0.00,11.9,11.9,210,200,21.6,0.00,26
2010-03-24T02:00,-11.8,0.00,0.00,4.20,0.00,11.5,11.5,210,200,22.0,0.00,28
2010-03-24T03:00,-11.4,0.00,0.00,4.20,0.00,11.2,11.2,212,190,19.1,0.00,22
2010-03-24T04:00,-11.7,0.00,0.00,4.20,0.00,11.9,11.9,208,192,20.5,0.00,27
2010-03-24T05:00,-12.0,0.00,0.00,4.20,0.00,11.5,11.5,210,192,20.5,0.00,29
2010-03-24T06:00,-11.8,0.00,0.00,4.20,0.00,10.8,10.8,212,190,18.4,0.00,17
2010-03-24T07:00,-12.2,0.00,0.00,4.20,0.00,13.3,13.3,206,194,23.8,0.00,20
2010-03-24T08:00,-12.4,0.00,0.00,4.20,0.00,13.0,13.0,208,192,24.1,0.00,27
2010-03-24T09:00,-11.5,0.00,0.00,4.13,0.00,12.2,12.2,210,198,21.6,3600.00,30
2010-03-24T10:00,-10.2,0.00,0.00,4.13,0.00,13.7,13.7,202,194,24.5,3600.00,30
2010-03-24T11:00,-7.8,0.00,0.00,4.13,0.00,14.8,14.8,194,190,26.6,3600.00,30
2010-03-24T12:00,-4.9,0.00,0.00,4.13,0.00,16.2,16.2,192,192,31.0,3600.00,30
2010-03-24T13:00,-3.8,0.00,0.00,4.13,0.00,18.7,18.7,186,186,36.4,3600.00,29
2010-03-24T14:00,-3.4,0.00,0.00,4.13,0.00,20.9,20.9,184,186,40.3,3600.00,24
2010-03-24T15:00,-3.4,0.00,0.00,4.13,0.00,23.8,23.8,182,184,45.0,3600.00,18
2010-03-24T16:00,-3.9,0.00,0.00,4.13,0.00,24.1,24.1,182,184,46.8,3600.00,17
2010-03-24T17:00,-4.1,0.00,0.00,4.13,0.00,23.8,23.8,180,184,46.8,3600.00,23
2010-03-24T18:00,-5.1,0.00,0.00,4.13,0.00,25.6,25.6,182,184,50.0,3600.00,20
2010-03-24T19:00,-6.3,0.00,0.00,4.13,0.00,24.1,24.1,184,188,48.2,3600.00,20
2010-03-24T20:00,-7.5,0.00,0.00,4.13,0.00,23.0,23.0,184,188,44.6,0.00,27
2010-03-24T21:00,-7.7,0.00,0.00,4.13,0.00,20.9,20.9,184,186,42.1,0.00,32
2010-03-24T22:00,-7.9,0.00,0.00,4.13,0.00,22.3,22.3,182,184,42.1,0.00,53
2010-03-24T23:00,-7.5,0.00,0.00,4.13,0.00,24.1,24.1,184,184,45.4,0.00,48
2010-03-25T00:00,-7.8,0.00,0.00,4.13,0.00,24.1,24.1,178,178,45.7,0.00,23
2010-03-25T01:00,-7.7,0.00,0.00,4.13,0.00,26.6,26.6,178,180,49.3,0.00,90
2010-03-25T02:00,-6.9,0.00,0.00,4.13,0.00,27.4,27.4,176,178,51.1,0.00,94
2010-03-25T03:00,-6.7,0.00,0.00,4.13,0.00,26.3,26.3,174,178,51.1,0.00,100
2010-03-25T04:00,-6.4,0.00,0.00,4.13,0.00,25.6,25.6,170,174,50.0,0.00,100
2010-03-25T05:00,-6.2,0.00,0.00,4.13,0.00,24.8,24.8,172,174,48.6,0.00,82
2010-03-25T06:00,-6.5,0.00,0.00,4.13,0.00,25.6,25.6,174,176,50.8,0.00,100
2010-03-25T07:00,-6.8,0.00,0.00,4.13,0.00,24.8,24.8,174,174,48.6,0.00,100
2010-03-25T08:00,-6.7,0.00,0.00,4.13,0.00,25.2,25.2,172,176,48.2,0.00,100
2010-03-25T09:00,-6.1,0.00,0.00,4.09,0.00,21.2,21.2,174,176,46.8,0.00,100
2010-03-25T10:00,-5.5,0.00,0.00,4.09,0.00,25.2,25.2,176,178,48.6,0.00,100
2010-03-25T11:00,-4.8,0.00,0.00,4.09,0.00,30.6,30.6,176,180,58.7,0.00,100
2010-03-25T12:00,-4.1,0.07,0.00,4.09,0.10,30.6,30.6,182,184,61.9,0.00,100
2010-03-25T13:00,-4.1,0.00,0.00,4.09,0.00,31.0,31.0,184,184,60.8,0.00,100
2010-03-25T14:00,-4.3,0.00,0.00,4.09,0.00,32.0,32.0,186,188,63.4,3600.00,100
2010-03-25T15:00,-4.5,0.00,0.00,4.09,0.00,31.0,31.0,188,188,66.6,0.00,93
2010-03-25T16:00,-4.7,0.00,0.00,4.09,0.00,29.9,29.9,190,190,59.4,0.00,100
2010-03-25T17:00,-4.7,0.00,0.00,4.09,0.00,29.5,29.5,192,190,57.6,0.00,100
2010-03-25T18:00,-5.5,0.00,0.00,4.09,0.00,29.2,29.2,192,190,58.7,0.00,100
2010-03-25T19:00,-5.8,0.00,0.00,4.09,0.00,24.8,24.8,188,184,55.1,0.00,100
2010-03-25T20:00,-6.1,0.07,0.00,4.09,0.10,23.4,23.4,186,180,46.4,0.00,100
2010-03-25T21:00,-5.2,0.07,0.00,4.09,0.10,25.2,25.2,180,176,48.2,0.00,100
2010-03-25T22:00,-5.2,0.07,0.00,4.09,0.10,26.3,26.3,178,174,50.0,0.00,100
2010-03-25T23:00,-5.3,0.00,0.00,4.09,0.00,29.2,29.2,176,176,55.1,0.00,100
2010-03-26T00:00,-5.5,0.00,0.00,4.09,0.00,28.8,28.8,180,178,58.3,0.00,100
2010-03-26T01:00,-5.6,0.00,0.00,4.09,0.00,25.6,25.6,182,178,53.3,0.00,100
2010-03-26T02:00,-5.4,0.00,0.00,4.09,0.00,24.1,24.1,174,170,47.9,0.00,100
2010-03-26T03:00,-5.5,0.07,0.00,4.09,0.10,24.8,24.8,176,172,47.9,0.00,100
2010-03-26T04:00,-5.6,0.00,0.00,4.09,0.00,24.8,24.8,180,176,49.7,0.00,100
2010-03-26T05:00,-5.7,0.07,0.00,4.09,0.10,26.6,26.6,178,178,52.9,0.00,100
2010-03-26T06:00,-5.5,0.14,0.10,4.09,0.30,32.8,32.8,180,180,63.0,0.00,100
2010-03-26T07:00,-5.6,0.28,0.00,4.10,0.40,32.4,32.4,178,180,63.0,0.00,100
2010-03-26T08:00,-5.7,0.21,0.00,4.10,0.30,32.8,32.8,180,180,64.1,0.00,100
2010-03-26T09:00,-5.0,0.21,0.00,4.05,0.30,37.4,37.4,176,172,74.2,0.00,74
2010-03-26T10:00,-5.0,0.14,0.00,4.05,0.20,38.9,38.9,178,174,78.1,1029.43,54
2010-03-26T11:00,-4.7,0.35,0.00,4.05,0.50,34.6,34.6,178,172,77.0,3600.00,100
2010-03-26T12:00,-4.3,0.63,0.00,4.06,0.90,29.2,29.2,176,172,60.8,0.00,100
2010-03-26T13:00,-4.1,0.70,0.00,4.07,1.00,34.6,34.6,182,180,67.3,498.04,100
2010-03-26T14:00,-3.9,1.05,0.00,4.08,1.50,23.8,23.8,218,210,68.8,0.00,100
2010-03-26T15:00,-7.1,2.31,0.00,4.11,3.30,19.1,19.1,278,276,49.7,0.00,100
2010-03-26T16:00,-8.6,2.17,0.00,4.14,3.10,24.5,24.5,258,256,50.8,0.00,100
2010-03-26T17:00,-8.1,0.07,0.00,4.14,0.10,22.7,22.7,250,252,50.4,0.00,100
2010-03-26T18:00,-9.2,0.00,0.00,4.14,0.00,18.0,18.0,242,244,39.2,3080.36,0
2010-03-26T19:00,-10.9,0.00,0.00,4.14,0.00,18.0,18.0,264,264,31.7,3600.00,0
2010-03-26T20:00,-12.3,0.00,0.00,4.14,0.00,22.0,22.0,270,272,40.0,276.27,0
2010-03-26T21:00,-13.4,0.00,0.00,4.14,0.00,20.9,20.9,274,276,36.4,0.00,58
2010-03-26T22:00,-13.4,0.00,0.00,4.14,0.00,21.2,21.2,274,274,37.8,0.00,0
2010-03-26T23:00,-14.0,0.00,0.00,4.14,0.00,19.8,19.8,280,280,38.2,0.00,49
2010-03-27T00:00,-12.5,0.00,0.00,4.14,0.00,17.3,17.3,274,274,34.9,0.00,90
2010-03-27T01:00,-12.0,0.07,0.00,4.14,0.10,17.3,17.3,272,270,32.8,0.00,100
2010-03-27T02:00,-12.1,0.07,0.00,4.15,0.10,13.0,13.0,264,266,31.7,0.00,100
2010-03-27T03:00,-11.7,0.28,0.00,4.15,0.40,10.4,10.4,252,254,22.7,0.00,100
2010-03-27T04:00,-11.5,0.21,0.00,4.15,0.30,14.0,14.0,262,266,25.9,0.00,97
2010-03-27T05:00,-11.8,0.14,0.00,4.15,0.20,17.3,17.3,268,268,31.7,0.00,91
2010-03-27T06:00,-11.8,0.14,0.00,4.15,0.20,15.5,15.5,264,264,33.1,0.00,90
2010-03-27T07:00,-11.9,0.07,0.00,4.15,0.10,15.5,15.5,258,260,28.8,0.00,100
2010-03-27T08:00,-11.9,0.00,0.00,4.15,0.00,14.4,14.4,252,254,28.1,0.00,67
2010-03-27T09:00,-11.7,0.00,0.00,4.12,0.00,11.9,11.9,250,244,23.0,0.00,100
2010-03-27T10:00,-11.0,0.00,0.00,4.12,0.00,14.0,14.0,266,264,24.1,3600.00,100
2010-03-27T11:00,-10.5,0.14,0.00,4.13,0.20,15.5,15.5,264,262,31.3,0.00,100
2010-03-27T12:00,-8.9,0.07,0.00,4.13,0.10,12.6,12.6,242,238,24.1,0.00,100
2010-03-27T13:00,-8.3,0.28,0.00,4.13,0.40,15.1,15.1,254,252,29.2,3600.00,100
2010-03-27T14:00,-7.7,0.49,0.00,4.13,0.70,17.3,17.3,256,254,34.2,0.00,94
2010-03-27T15:00,-8.3,0.00,0.00,4.13,0.00,14.8,14.8,242,236,31.7,3600.00,34
2010-03-27T16:00,-8.5,0.00,0.00,4.13,0.00,15.5,15.5,248,240,29.2,3600.00,100
2010-03-27T17:00,-8.7,0.21,0.00,4.13,0.30,15.5,15.5,266,266,29.2,0.00,100
2010-03-27T18:00,-8.9,1.40,0.00,4.15,2.00,15.8,15.8,270,268,28.4,0.00,100
2010-03-27T19:00,-9.7,0.56,0.00,4.16,0.80,20.5,20.5,276,276,41.8,0.00,98
2010-03-27T20:00,-9.9,1.26,0.00,4.18,1.80,23.0,23.0,280,282,45.7,0.00,100
2010-03-27T21:00,-9.9,0.91,0.00,4.19,1.30,20.9,20.9,284,286,49.0,0.00,100
2010-03-27T22:00,-10.3,0.63,0.00,4.20,0.90,18.7,18.7,282,286,40.3,0.00,100
2010-03-27T23:00,-10.0,1.26,0.00,4.21,1.80,24.8,24.8,282,288,50.4,0.00,100
2010-03-28T00:00,-9.9,0.49,0.00,4.22,0.70,18.7,18.7,276,280,46.8,0.00,100
2010-03-28T01:00,-10.0,0.28,0.00,4.23,0.40,16.6,16.6,268,274,34.6,0.00,100
2010-03-28T02:00,-10.3,0.91,0.00,4.24,1.30,21.2,21.2,264,270,40.3,0.00,100
2010-03-28T03:00,-10.5,0.56,0.00,4.24,0.80,16.6,16.6,276,280,38.9,0.00,100
2010-03-28T04:00,-10.4,0.91,0.00,4.26,1.30,18.0,18.0,270,276,33.8,0.00,100
2010-03-28T05:00,-10.5,1.19,0.00,4.27,1.70,18.4,18.4,280,286,35.3,0.00,100
2010-03-28T06:00,-10.5,0.91,0.00,4.28,1.30,16.6,16.6,280,284,34.9,0.00,100
2010-03-28T07:00,-10.3,0.63,0.00,4.29,0.90,17.3,17.3,276,284,32.8,0.00,100
2010-03-28T08:00,-10.4,0.70,0.00,4.30,1.00,18.4,18.4,274,280,34.6,0.00,100
2010-03-28T09:00,-10.9,0.35,0.00,4.26,0.50,19.1,19.1,278,286,34.9,0.00,100
2010-03-28T10:00,-10.7,0.21,0.00,4.26,0.30,22.7,22.7,286,290,41.4,0.00,100
2010-03-28T11:00,-10.0,0.14,0.00,4.26,0.20,24.8,24.8,288,288,45.4,0.00,100
