latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
46.98187,8.723999,1428.4,7200,Europe/Zurich,GMT+2

time,temperature_2m_cerra (°C),snowfall_cerra (cm),rain_cerra (mm),snow_depth_cerra (m),precipitation_cerra (mm),wind_speed_10m_cerra (km/h),wind_speed_100m_cerra (km/h),wind_direction_10m_cerra (°),wind_direction_100m_cerra (°),wind_gusts_10m_cerra (km/h),sunshine_duration_cerra (s),cloud_cover_cerra (%),temperature_2m_archive_best_match (°C),snowfall_archive_best_match (cm),rain_archive_best_match (mm),snow_depth_archive_best_match (m),precipitation_archive_best_match (mm),wind_speed_10m_archive_best_match (km/h),wind_speed_100m_archive_best_match (km/h),wind_direction_10m_archive_best_match (°),wind_direction_100m_archive_best_match (°),wind_gusts_10m_archive_best_match (km/h),sunshine_duration_archive_best_match (s),cloud_cover_archive_best_match (%)
1998-11-29T00:00,-7.7,0.00,0.00,0.22,0.00,10.8,10.8,140,206,14.0,0.00,0,-7.2,0.00,0.00,0.83,0.00,4.7,6.5,184,199,17.3,0.00,31
1998-11-29T01:00,-7.9,0.00,0.00,0.22,0.00,12.2,12.2,140,186,13.3,0.00,0,-8.4,0.00,0.00,0.83,0.00,4.7,5.5,184,191,17.6,0.00,34
1998-11-29T02:00,-7.8,0.00,0.00,0.22,0.00,13.0,13.0,138,206,14.4,0.00,0,-9.5,0.00,0.00,0.83,0.00,5.0,4.9,180,197,19.1,0.00,32
1998-11-29T03:00,-7.8,0.00,0.00,0.22,0.00,14.0,14.0,136,170,16.6,0.00,0,-10.7,0.00,0.00,0.83,0.00,5.4,5.4,180,188,19.8,0.00,35
1998-11-29T04:00,-7.9,0.00,0.00,0.22,0.00,14.4,14.4,142,202,16.2,0.00,0,-11.5,0.00,0.00,0.83,0.00,4.0,5.1,175,184,20.2,0.00,33
1998-11-29T05:00,-8.0,0.00,0.00,0.22,0.00,11.2,11.2,140,270,15.8,0.00,0,-13.4,0.00,0.00,0.83,0.00,4.7,4.7,180,189,19.8,0.00,38
1998-11-29T06:00,-8.6,0.00,0.00,0.22,0.00,12.2,12.2,138,206,15.1,0.00,44,-13.4,0.00,0.00,0.83,0.00,3.6,4.0,174,207,18.7,0.00,32
1998-11-29T07:00,-8.0,0.00,0.00,0.22,0.00,11.9,11.9,140,212,14.0,0.00,48,-12.5,0.00,0.00,0.83,0.00,3.6,3.5,174,204,16.9,0.00,59
1998-11-29T08:00,-7.1,0.00,0.00,0.22,0.00,11.9,11.9,142,222,13.3,0.00,57,-11.9,0.00,0.00,0.83,0.00,3.6,3.8,180,197,16.2,0.00,90
1998-11-29T09:00,-6.2,0.00,0.00,0.21,0.00,7.6,7.6,142,248,13.3,0.00,92,-11.4,0.00,0.00,0.83,0.00,3.6,3.7,186,209,18.4,0.00,100
