latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
46.864006,10.167297,2776.76,7200,Europe/Zurich,GMT+2

time,temperature_2m (°C),snowfall (cm),rain (mm),snow_depth (m),precipitation (mm),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_10m (°),wind_direction_100m (°),wind_gusts_10m (km/h),sunshine_duration (s),cloud_cover (%)
2014-12-21T00:00,-11.8,0.28,0.00,4.67,0.40,29.2,29.2,322,320,50.4,0.00,90
2014-12-21T01:00,-12.2,0.42,0.00,4.67,0.60,34.6,34.6,314,310,61.6,0.00,90
2014-12-21T02:00,-12.1,0.49,0.00,4.68,0.70,36.7,36.7,310,306,65.2,0.00,90
2014-12-21T03:00,-11.8,0.42,0.00,4.69,0.60,36.7,36.7,314,312,65.5,0.00,90
2014-12-21T04:00,-11.8,0.28,0.00,4.69,0.40,36.0,36.0,314,310,66.2,0.00,90
2014-12-21T05:00,-12.0,0.35,0.00,4.69,0.50,39.6,39.6,320,316,68.0,0.00,90
2014-12-21T06:00,-12.0,0.21,0.00,4.69,0.30,32.0,32.0,324,320,60.8,0.00,91
2014-12-21T07:00,-12.4,0.21,0.00,4.70,0.30,33.5,33.5,322,318,58.7,0.00,97
2014-12-21T08:00,-12.8,0.14,0.00,4.70,0.20,34.9,34.9,326,322,60.5,0.00,96
2014-12-21T09:00,-12.9,0.14,0.00,4.61,0.20,24.5,24.5,334,332,54.0,0.00,90
2014-12-21T10:00,-13.4,0.07,0.00,4.61,0.10,23.8,23.8,330,328,43.6,0.00,92
2014-12-21T11:00,-13.8,0.07,0.00,4.61,0.10,23.4,23.4,330,328,40.0,2798.15,96
2014-12-21T12:00,-13.3,0.00,0.00,4.61,0.00,15.8,15.8,328,326,37.8,3600.00,46
2014-12-21T13:00,-12.0,0.00,0.00,4.61,0.00,17.6,17.6,324,322,30.6,3600.00,17
2014-12-21T14:00,-11.8,0.00,0.00,4.61,0.00,18.4,18.4,320,316,31.0,3600.00,16
2014-12-21T15:00,-12.2,0.00,0.00,4.61,0.00,12.2,12.2,310,306,28.1,3600.00,46
2014-12-21T16:00,-11.9,0.00,0.00,4.61,0.00,13.7,13.7,310,304,22.7,3600.00,34
2014-12-21T17:00,-12.0,0.00,0.00,4.61,0.00,15.5,15.5,302,296,26.6,0.00,43
2014-12-21T18:00,-13.3,0.00,0.00,4.61,0.00,13.7,13.7,308,302,24.8,0.00,10
2014-12-21T19:00,-14.0,0.00,0.00,4.61,0.00,15.1,15.1,310,304,25.9,0.00,26
2014-12-21T20:00,-14.5,0.00,0.00,4.61,0.00,14.4,14.4,308,302,25.6,0.00,32
2014-12-21T21:00,-14.3,0.00,0.00,4.61,0.00,13.0,13.0,304,296,23.8,0.00,27
2014-12-21T22:00,-14.0,0.00,0.00,4.61,0.00,16.9,16.9,300,294,29.9,0.00,30
2014-12-21T23:00,-13.8,0.00,0.00,4.61,0.00,18.0,18.0,300,294,32.4,0.00,38
2014-12-22T00:00,-13.6,0.00,0.00,4.61,0.00,16.9,16.9,302,296,34.9,0.00,33
2014-12-22T01:00,-13.1,0.00,0.00,4.61,0.00,18.7,18.7,300,294,36.0,0.00,16
2014-12-22T02:00,-12.3,0.00,0.00,4.61,0.00,20.9,20.9,302,298,39.2,0.00,2
2014-12-22T03:00,-12.4,0.00,0.00,4.61,0.00,20.2,20.2,302,296,42.5,0.00,17
2014-12-22T04:00,-11.4,0.00,0.00,4.61,0.00,23.0,23.0,302,296,42.8,0.00,3
2014-12-22T05:00,-10.8,0.00,0.00,4.61,0.00,24.1,24.1,302,296,43.9,0.00,13
2014-12-22T06:00,-11.0,0.00,0.00,4.61,0.00,21.6,21.6,300,294,46.4,0.00,2
2014-12-22T07:00,-10.8,0.00,0.00,4.61,0.00,23.4,23.4,298,292,43.6,0.00,10
2014-12-22T08:00,-10.3,0.00,0.00,4.61,0.00,24.8,24.8,300,292,45.4,0.00,9
2014-12-22T09:00,-11.2,0.00,0.00,4.66,0.00,20.9,20.9,300,292,49.0,0.00,17
2014-12-22T10:00,-10.9,0.00,0.00,4.66,0.00,22.3,22.3,294,288,41.4,358.19,29
2014-12-22T11:00,-9.4,0.00,0.00,4.66,0.00,25.2,25.2,300,292,45.7,3600.00,14
2014-12-22T12:00,-8.2,0.00,0.00,4.66,0.00,23.4,23.4,300,290,47.9,3600.00,27
2014-12-22T13:00,-6.7,0.00,0.00,4.66,0.00,27.0,27.0,298,290,50.8,3600.00,20
2014-12-22T14:00,-6.4,0.00,0.00,4.66,0.00,25.2,25.2,298,292,51.1,3600.00,30
2014-12-22T15:00,-7.6,0.00,0.00,4.66,0.00,20.5,20.5,298,290,47.9,3600.00,30
2014-12-22T16:00,-7.7,0.00,0.00,4.66,0.00,22.7,22.7,302,294,42.5,3600.00,30
2014-12-22T17:00,-8.6,0.00,0.00,4.66,0.00,22.0,22.0,306,300,42.5,1521.14,30
2014-12-22T18:00,-10.8,0.00,0.00,4.65,0.00,18.4,18.4,308,300,43.6,0.00,30
2014-12-22T19:00,-11.9,0.00,0.00,4.65,0.00,15.8,15.8,302,296,34.2,0.00,30
2014-12-22T20:00,-12.0,0.00,0.00,4.65,0.00,18.4,18.4,306,300,34.9,0.00,30
2014-12-22T21:00,-11.9,0.00,0.00,4.65,0.00,14.4,14.4,304,296,37.8,0.00,30
2014-12-22T22:00,-11.8,0.00,0.00,4.65,0.00,18.4,18.4,300,296,36.4,0.00,31
2014-12-22T23:00,-11.5,0.00,0.00,4.65,0.00,18.7,18.7,306,300,37.1,0.00,30
2014-12-23T00:00,-11.3,0.00,0.00,4.65,0.00,14.4,14.4,308,302,37.8,0.00,31
2014-12-23T01:00,-11.4,0.00,0.00,4.65,0.00,16.2,16.2,292,290,32.0,0.00,40
2014-12-23T02:00,-11.2,0.00,0.00,4.65,0.00,18.4,18.4,292,290,36.0,0.00,35
2014-12-23T03:00,-10.9,0.00,0.00,4.65,0.00,18.7,18.7,304,300,40.3,0.00,41
2014-12-23T04:00,-10.3,0.00,0.00,4.65,0.00,20.9,20.9,304,298,39.6,0.00,30
2014-12-23T05:00,-9.7,0.00,0.00,4.65,0.00,22.3,22.3,306,302,42.1,0.00,30
2014-12-23T06:00,-10.0,0.00,0.00,4.65,0.00,18.7,18.7,308,304,45.7,0.00,30
2014-12-23T07:00,-9.4,0.00,0.00,4.65,0.00,22.0,22.0,306,300,41.0,0.00,30
2014-12-23T08:00,-9.2,0.00,0.00,4.65,0.00,22.3,22.3,308,302,42.1,0.00,32
2014-12-23T09:00,-9.1,0.00,0.00,4.75,0.00,21.2,21.2,310,304,47.9,0.00,30
2014-12-23T10:00,-10.7,0.00,0.00,4.75,0.00,17.3,17.3,302,298,39.6,0.00,30
2014-12-23T11:00,-10.7,0.00,0.00,4.75,0.00,14.8,14.8,294,292,33.8,3361.62,30
2014-12-23T12:00,-10.2,0.00,0.00,4.75,0.00,10.4,10.4,284,286,30.6,3600.00,30
2014-12-23T13:00,-9.7,0.00,0.00,4.75,0.00,13.3,13.3,286,280,27.0,3600.00,27
2014-12-23T14:00,-9.2,0.00,0.00,4.75,0.00,14.8,14.8,284,278,29.2,3600.00,8
2014-12-23T15:00,-9.1,0.00,0.00,4.75,0.00,14.4,14.4,282,278,32.4,3600.00,0
2014-12-23T16:00,-9.7,0.00,0.00,4.75,0.00,15.5,15.5,288,282,31.7,3600.00,0
2014-12-23T17:00,-10.6,0.00,0.00,4.75,0.00,14.4,14.4,286,282,29.9,3435.19,0
2014-12-23T18:00,-11.6,0.00,0.00,4.75,0.00,10.4,10.4,280,276,29.2,0.00,0
2014-12-23T19:00,-12.3,0.00,0.00,4.75,0.00,10.4,10.4,276,270,22.7,0.00,0
2014-12-23T20:00,-12.6,0.00,0.00,4.75,0.00,10.8,10.8,276,270,22.3,0.00,0
2014-12-23T21:00,-12.7,0.00,0.00,4.75,0.00,9.4,9.4,278,272,23.8,0.00,0
2014-12-23T22:00,-12.9,0.00,0.00,4.75,0.00,8.6,8.6,274,264,19.8,0.00,0
2014-12-23T23:00,-13.2,0.00,0.00,4.75,0.00,8.3,8.3,256,254,17.6,0.00,0
2014-12-24T00:00,-14.1,0.00,0.00,4.75,0.00,7.2,7.2,222,242,14.8,0.00,0
2014-12-24T01:00,-14.1,0.00,0.00,4.75,0.00,6.8,6.8,228,234,13.3,0.00,0
2014-12-24T02:00,-14.0,0.00,0.00,4.75,0.00,7.2,7.2,238,246,14.4,0.00,2
2014-12-24T03:00,-14.3,0.00,0.00,4.75,0.00,7.6,7.6,264,266,15.1,0.00,29
2014-12-24T04:00,-14.0,0.00,0.00,4.75,0.00,7.2,7.2,276,268,16.6,0.00,30
2014-12-24T05:00,-14.0,0.00,0.00,4.75,0.00,6.1,6.1,264,258,14.8,0.00,30
2014-12-24T06:00,-14.2,0.00,0.00,4.75,0.00,7.6,7.6,276,274,15.5,0.00,27
2014-12-24T07:00,-13.9,0.00,0.00,4.75,0.00,6.5,6.5,280,270,18.4,0.00,30
2014-12-24T08:00,-13.9,0.00,0.00,4.75,0.00,6.5,6.5,262,258,13.7,0.00,30
2014-12-24T09:00,-14.5,0.00,0.00,4.80,0.00,10.8,10.8,286,276,22.3,0.00,28
2014-12-24T10:00,-14.8,0.00,0.00,4.80,0.00,7.2,7.2,282,262,22.3,0.00,30
2014-12-24T11:00,-14.1,0.00,0.00,4.80,0.00,7.6,7.6,270,256,16.6,3600.00,30
2014-12-24T12:00,-13.6,0.00,0.00,4.80,0.00,6.8,6.8,262,254,20.5,3600.00,27
2014-12-24T13:00,-12.6,0.00,0.00,4.80,0.00,7.9,7.9,280,266,15.8,3600.00,30
2014-12-24T14:00,-12.0,0.00,0.00,4.80,0.00,9.0,9.0,294,282,17.3,3600.00,29
2014-12-24T15:00,-12.9,0.00,0.00,4.80,0.00,9.7,9.7,296,282,22.7,3600.00,30
2014-12-24T16:00,-13.5,0.00,0.00,4.80,0.00,8.6,8.6,296,280,18.4,3600.00,30
2014-12-24T17:00,-14.2,0.00,0.00,4.80,0.00,9.7,9.7,300,286,18.0,2392.61,30
2014-12-24T18:00,-15.0,0.00,0.00,4.80,0.00,8.3,8.3,304,286,18.4,0.00,30
2014-12-24T19:00,-15.8,0.00,0.00,4.80,0.00,10.1,10.1,310,288,19.1,0.00,30
2014-12-24T20:00,-16.0,0.00,0.00,4.80,0.00,11.5,11.5,312,298,22.0,0.00,27
2014-12-24T21:00,-16.7,0.00,0.00,4.80,0.00,11.5,11.5,320,304,23.4,0.00,27
2014-12-24T22:00,-17.3,0.00,0.00,4.80,0.00,10.1,10.1,306,288,19.8,0.00,31
2014-12-24T23:00,-17.3,0.00,0.00,4.80,0.00,11.2,11.2,304,290,21.2,0.00,43
2014-12-25T00:00,-16.8,0.00,0.00,4.80,0.00,13.3,13.3,310,300,25.9,0.00,35
2014-12-25T01:00,-17.0,0.00,0.00,4.80,0.00,13.3,13.3,312,294,25.6,0.00,49
2014-12-25T02:00,-16.7,0.00,0.00,4.80,0.00,11.5,11.5,302,290,25.2,0.00,52
2014-12-25T03:00,-15.7,0.00,0.00,4.80,0.00,13.0,13.0,302,294,25.6,0.00,52
2014-12-25T04:00,-15.4,0.00,0.00,4.80,0.00,13.3,13.3,310,300,25.6,0.00,79
